,equipment_id,timestamp,status,current_wip,processing_lot,recent_avg_proc_time_min,equipment_type,min_required_wip,lot_id,equipment_candidate,priority,is_hot,current_process,assignment_reason
1228,E104,2025-06-03 6:00,Busy,7,,20,Inspection,3,,,,,,
1229,E104,2025-06-03 6:05,Busy,9,,30,Inspection,3,,,,,,
1230,E104,2025-06-03 6:10,Available,2,L026,25,Inspection,3,L026,"E102,E105",2,TRUE,Inspection,HOT
1231,E104,2025-06-03 6:15,Busy,2,,30,Inspection,3,,,,,,
1232,E104,2025-06-03 6:20,PM,1,,20,Inspection,3,,,,,,
1233,E104,2025-06-03 6:25,Available,5,L021,20,Inspection,3,L021,E107,3,TRUE,Etching,WIP
1234,E104,2025-06-03 6:30,Available,0,L003,30,Inspection,3,L003,"E111,E100",2,FALSE,Packaging,HOT
1235,E104,2025-06-03 6:35,Available,6,L015,25,Inspection,3,L015,"E101,E109,E107",4,FALSE,Inspection,RECEIPT
1236,E104,2025-06-03 6:40,PM,3,,20,Inspection,3,,,,,,
1237,E104,2025-06-03 6:45,Busy,3,,20,Inspection,3,,,,,,
1238,E104,2025-06-03 6:50,Down,7,,30,Inspection,3,,,,,,
1239,E104,2025-06-03 6:55,Down,7,,20,Inspection,3,,,,,,
1240,E104,2025-06-03 7:00,PM,9,,20,Inspection,3,,,,,,
1241,E104,2025-06-03 7:05,Available,0,L001,25,Inspection,3,L001,E114,4,FALSE,Inspection,WIP
1242,E104,2025-06-03 7:10,Down,2,,25,Inspection,3,,,,,,
1243,E104,2025-06-03 7:15,PM,1,,30,Inspection,3,,,,,,
1244,E104,2025-06-03 7:20,Down,1,,20,Inspection,3,,,,,,
1245,E104,2025-06-03 7:25,Down,6,,25,Inspection,3,,,,,,
1246,E104,2025-06-03 7:30,Available,9,L024,25,Inspection,3,L024,"E114,E108,E110",4,FALSE,Deposition,RECEIPT
1247,E104,2025-06-03 7:35,PM,0,,20,Inspection,3,,,,,,
1248,E104,2025-06-03 7:40,PM,7,,30,Inspection,3,,,,,,
1249,E104,2025-06-03 7:45,Down,5,,20,Inspection,3,,,,,,
1250,E104,2025-06-03 7:50,PM,8,,25,Inspection,3,,,,,,
1251,E104,2025-06-03 7:55,Down,9,,30,Inspection,3,,,,,,
1252,E104,2025-06-03 8:00,Down,1,,20,Inspection,3,,,,,,
1253,E104,2025-06-03 8:05,Down,3,,20,Inspection,3,,,,,,
1254,E104,2025-06-03 8:10,PM,8,,30,Inspection,3,,,,,,
1255,E104,2025-06-03 8:15,Down,7,,30,Inspection,3,,,,,,
1256,E104,2025-06-03 8:20,Down,6,,30,Inspection,3,,,,,,
1257,E104,2025-06-03 8:25,PM,1,,20,Inspection,3,,,,,,
1258,E104,2025-06-03 8:30,Down,9,,25,Inspection,3,,,,,,
1259,E104,2025-06-03 8:35,PM,1,,30,Inspection,3,,,,,,
1260,E104,2025-06-03 8:40,Down,7,,20,Inspection,3,,,,,,
1261,E104,2025-06-03 8:45,Busy,8,,30,Inspection,3,,,,,,
1262,E104,2025-06-03 8:50,Down,7,,20,Inspection,3,,,,,,
1263,E104,2025-06-03 8:55,Busy,4,,25,Inspection,3,,,,,,
1264,E104,2025-06-03 9:00,Busy,4,,30,Inspection,3,,,,,,
1265,E104,2025-06-03 9:05,Available,2,L010,20,Inspection,3,L010,"E112,E111",3,FALSE,IonImplantation,RECEIPT
1266,E104,2025-06-03 9:10,Available,5,L004,30,Inspection,3,L004,E107,2,TRUE,Metallization,WIP
1267,E104,2025-06-03 9:15,Available,4,L023,30,Inspection,3,L023,E106,1,TRUE,Deposition,HOT
1268,E104,2025-06-03 9:20,PM,6,,20,Inspection,3,,,,,,
1269,E104,2025-06-03 9:25,PM,1,,20,Inspection,3,,,,,,
1270,E104,2025-06-03 9:30,PM,5,,20,Inspection,3,,,,,,
1271,E104,2025-06-03 9:35,PM,7,,25,Inspection,3,,,,,,
1272,E104,2025-06-03 9:40,Busy,5,,20,Inspection,3,,,,,,
1273,E104,2025-06-03 9:45,Down,1,,20,Inspection,3,,,,,,
1274,E104,2025-06-03 9:50,Busy,3,,20,Inspection,3,,,,,,
1275,E104,2025-06-03 9:55,Available,9,L029,20,Inspection,3,L029,"E114,E113",1,FALSE,Inspection,WIP
1276,E104,2025-06-03 10:00,Down,9,,25,Inspection,3,,,,,,
1277,E104,2025-06-03 10:05,PM,4,,30,Inspection,3,,,,,,
1278,E104,2025-06-03 10:10,Available,6,L030,25,Inspection,3,L030,"E106,E109,E101",1,TRUE,Etching,HOT
1279,E104,2025-06-03 10:15,Available,7,L007,30,Inspection,3,L007,"E113,E110",3,TRUE,Deposition,WIP
1280,E104,2025-06-03 10:20,Down,1,,20,Inspection,3,,,,,,
1281,E104,2025-06-03 10:25,Busy,7,,20,Inspection,3,,,,,,
1282,E104,2025-06-03 10:30,Down,4,,20,Inspection,3,,,,,,
1283,E104,2025-06-03 10:35,Busy,6,,30,Inspection,3,,,,,,
1284,E104,2025-06-03 10:40,PM,7,,20,Inspection,3,,,,,,
1285,E104,2025-06-03 10:45,PM,6,,25,Inspection,3,,,,,,
1286,E104,2025-06-03 10:50,Down,4,,25,Inspection,3,,,,,,
1287,E104,2025-06-03 10:55,Down,0,,20,Inspection,3,,,,,,
1288,E104,2025-06-03 11:00,Available,0,L020,25,Inspection,3,L020,E108,5,FALSE,Photolithography,RECEIPT
1289,E104,2025-06-03 11:05,PM,1,,20,Inspection,3,,,,,,
1290,E104,2025-06-03 11:10,PM,5,,30,Inspection,3,,,,,,
1291,E104,2025-06-03 11:15,Down,0,,30,Inspection,3,,,,,,
1292,E104,2025-06-03 11:20,Down,1,,20,Inspection,3,,,,,,
1293,E104,2025-06-03 11:25,PM,0,,30,Inspection,3,,,,,,
1294,E104,2025-06-03 11:30,Down,9,,20,Inspection,3,,,,,,
1295,E104,2025-06-03 11:35,Available,1,L016,25,Inspection,3,L016,E101,2,TRUE,IonImplantation,WIP
1296,E104,2025-06-03 11:40,Busy,6,,30,Inspection,3,,,,,,
1297,E104,2025-06-03 11:45,PM,6,,25,Inspection,3,,,,,,
1298,E104,2025-06-03 11:50,Down,0,,20,Inspection,3,,,,,,
1299,E104,2025-06-03 11:55,Available,9,L024,25,Inspection,3,L024,"E114,E108,E110",4,FALSE,Deposition,RECEIPT
1300,E104,2025-06-03 12:00,Down,5,,30,Inspection,3,,,,,,
1301,E104,2025-06-03 12:05,Available,6,L028,25,Inspection,3,L028,E107,4,FALSE,IonImplantation,REASSIGN
1302,E104,2025-06-03 12:10,Busy,9,,25,Inspection,3,,,,,,
1303,E104,2025-06-03 12:15,Available,3,L025,30,Inspection,3,L025,E112,1,FALSE,Deposition,REASSIGN
1304,E104,2025-06-03 12:20,Available,5,L005,30,Inspection,3,L005,E100,4,TRUE,Inspection,RECEIPT
1305,E104,2025-06-03 12:25,Down,5,,30,Inspection,3,,,,,,
1306,E104,2025-06-03 12:30,Down,0,,25,Inspection,3,,,,,,
1307,E104,2025-06-03 12:35,Busy,1,,25,Inspection,3,,,,,,
1308,E104,2025-06-03 12:40,PM,7,,30,Inspection,3,,,,,,
1309,E104,2025-06-03 12:45,Busy,2,,30,Inspection,3,,,,,,
1310,E104,2025-06-03 12:50,Down,1,,30,Inspection,3,,,,,,
1311,E104,2025-06-03 12:55,Down,2,,20,Inspection,3,,,,,,
1312,E104,2025-06-03 13:00,PM,9,,25,Inspection,3,,,,,,
1313,E104,2025-06-03 13:05,PM,6,,30,Inspection,3,,,,,,
1314,E104,2025-06-03 13:10,Down,1,,20,Inspection,3,,,,,,
1315,E104,2025-06-03 13:15,PM,1,,20,Inspection,3,,,,,,
1316,E104,2025-06-03 13:20,PM,9,,20,Inspection,3,,,,,,
1317,E104,2025-06-03 13:25,Busy,4,,30,Inspection,3,,,,,,
1318,E104,2025-06-03 13:30,Busy,9,,20,Inspection,3,,,,,,
1319,E104,2025-06-03 13:35,Available,3,L013,25,Inspection,3,L013,"E109,E114,E108",5,TRUE,Inspection,RECEIPT
1320,E104,2025-06-03 13:40,Down,2,,30,Inspection,3,,,,,,
1321,E104,2025-06-03 13:45,Down,0,,25,Inspection,3,,,,,,
1322,E104,2025-06-03 13:50,Busy,6,,20,Inspection,3,,,,,,
1323,E104,2025-06-03 13:55,Down,4,,25,Inspection,3,,,,,,
1324,E104,2025-06-03 14:00,Available,9,L026,20,Inspection,3,L026,"E102,E105",2,TRUE,Inspection,REASSIGN
1325,E104,2025-06-03 14:05,Busy,4,,25,Inspection,3,,,,,,
1326,E104,2025-06-03 14:10,Busy,7,,30,Inspection,3,,,,,,
1327,E104,2025-06-03 14:15,PM,1,,20,Inspection,3,,,,,,
1328,E104,2025-06-03 14:20,PM,6,,25,Inspection,3,,,,,,
1329,E104,2025-06-03 14:25,Down,0,,30,Inspection,3,,,,,,
1330,E104,2025-06-03 14:30,Down,6,,30,Inspection,3,,,,,,
1331,E104,2025-06-03 14:35,Available,9,L010,20,Inspection,3,L010,"E112,E111",3,FALSE,IonImplantation,HOT
1332,E104,2025-06-03 14:40,Available,4,L029,30,Inspection,3,L029,"E114,E113",1,FALSE,Inspection,WIP
1333,E104,2025-06-03 14:45,Busy,1,,20,Inspection,3,,,,,,
1334,E104,2025-06-03 14:50,Available,9,L001,20,Inspection,3,L001,E114,4,FALSE,Inspection,WIP
1335,E104,2025-06-03 14:55,Down,9,,30,Inspection,3,,,,,,
1336,E104,2025-06-03 15:00,Available,2,L006,25,Inspection,3,L006,"E108,E101,E106",4,TRUE,Etching,WIP
1337,E104,2025-06-03 15:05,Busy,5,,25,Inspection,3,,,,,,
1338,E104,2025-06-03 15:10,Busy,2,,20,Inspection,3,,,,,,
1339,E104,2025-06-03 15:15,Available,3,L012,25,Inspection,3,L012,"E105,E109,E103",2,FALSE,Photolithography,REASSIGN
1340,E104,2025-06-03 15:20,Available,1,L022,20,Inspection,3,L022,"E100,E106,E107",1,TRUE,IonImplantation,REASSIGN
1341,E104,2025-06-03 15:25,Available,7,L015,30,Inspection,3,L015,"E101,E109,E107",4,FALSE,Inspection,HOT
1342,E104,2025-06-03 15:30,Busy,7,,20,Inspection,3,,,,,,
1343,E104,2025-06-03 15:35,PM,4,,25,Inspection,3,,,,,,
1344,E104,2025-06-03 15:40,Available,3,L028,30,Inspection,3,L028,E107,4,FALSE,IonImplantation,RECEIPT
1345,E104,2025-06-03 15:45,Down,9,,30,Inspection,3,,,,,,
1346,E104,2025-06-03 15:50,Busy,5,,20,Inspection,3,,,,,,
1347,E104,2025-06-03 15:55,PM,5,,20,Inspection,3,,,,,,
1348,E104,2025-06-03 16:00,Available,1,L015,25,Inspection,3,L015,"E101,E109,E107",4,FALSE,Inspection,RECEIPT
1349,E104,2025-06-03 16:05,PM,8,,20,Inspection,3,,,,,,
1350,E104,2025-06-03 16:10,PM,2,,20,Inspection,3,,,,,,
1351,E104,2025-06-03 16:15,Busy,3,,30,Inspection,3,,,,,,
1352,E104,2025-06-03 16:20,Down,1,,30,Inspection,3,,,,,,
1353,E104,2025-06-03 16:25,Available,0,L029,25,Inspection,3,L029,"E114,E113",1,FALSE,Inspection,REASSIGN
1354,E104,2025-06-03 16:30,Busy,6,,30,Inspection,3,,,,,,
1355,E104,2025-06-03 16:35,PM,0,,20,Inspection,3,,,,,,
1356,E104,2025-06-03 16:40,Busy,7,,30,Inspection,3,,,,,,
1357,E104,2025-06-03 16:45,PM,0,,30,Inspection,3,,,,,,
1358,E104,2025-06-03 16:50,PM,6,,30,Inspection,3,,,,,,
1359,E104,2025-06-03 16:55,Available,4,L029,25,Inspection,3,L029,"E114,E113",1,FALSE,Inspection,RECEIPT
1360,E104,2025-06-03 17:00,Busy,4,,25,Inspection,3,,,,,,
1361,E104,2025-06-03 17:05,Available,2,L004,25,Inspection,3,L004,E107,2,TRUE,Metallization,WIP
1362,E104,2025-06-03 17:10,Down,4,,20,Inspection,3,,,,,,
1363,E104,2025-06-03 17:15,PM,0,,25,Inspection,3,,,,,,
1364,E104,2025-06-03 17:20,Down,5,,20,Inspection,3,,,,,,
1365,E104,2025-06-03 17:25,PM,6,,25,Inspection,3,,,,,,
1366,E104,2025-06-03 17:30,Down,1,,25,Inspection,3,,,,,,
1367,E104,2025-06-03 17:35,PM,1,,30,Inspection,3,,,,,,
1368,E104,2025-06-03 17:40,Down,3,,30,Inspection,3,,,,,,
1369,E104,2025-06-03 17:45,Available,6,L018,20,Inspection,3,L018,E111,4,FALSE,Packaging,RECEIPT
1370,E104,2025-06-03 17:50,PM,5,,30,Inspection,3,,,,,,
1371,E104,2025-06-03 17:55,Available,8,L014,30,Inspection,3,L014,"E104,E112,E111",1,FALSE,Inspection,HOT
1372,E104,2025-06-03 18:00,Busy,8,,25,Inspection,3,,,,,,
1373,E104,2025-06-03 18:05,Available,0,L018,20,Inspection,3,L018,E111,4,FALSE,Packaging,RECEIPT
1374,E104,2025-06-03 18:10,PM,1,,30,Inspection,3,,,,,,
1375,E104,2025-06-03 18:15,Busy,1,,20,Inspection,3,,,,,,
1376,E104,2025-06-03 18:20,PM,5,,30,Inspection,3,,,,,,
1377,E104,2025-06-03 18:25,Down,3,,30,Inspection,3,,,,,,
1378,E104,2025-06-03 18:30,PM,9,,20,Inspection,3,,,,,,
1379,E104,2025-06-03 18:35,Busy,2,,30,Inspection,3,,,,,,
1380,E104,2025-06-03 18:40,Down,7,,25,Inspection,3,,,,,,
1381,E104,2025-06-03 18:45,Down,7,,20,Inspection,3,,,,,,
1382,E104,2025-06-03 18:50,Available,2,L005,20,Inspection,3,L005,E100,4,TRUE,Inspection,HOT
1383,E104,2025-06-03 18:55,Busy,2,,20,Inspection,3,,,,,,
1384,E104,2025-06-03 19:00,Busy,9,,20,Inspection,3,,,,,,
1385,E104,2025-06-03 19:05,Down,2,,30,Inspection,3,,,,,,
1386,E104,2025-06-03 19:10,PM,6,,20,Inspection,3,,,,,,
1387,E104,2025-06-03 19:15,Available,3,L020,25,Inspection,3,L020,E108,5,FALSE,Photolithography,REASSIGN
1388,E104,2025-06-03 19:20,PM,3,,30,Inspection,3,,,,,,
1389,E104,2025-06-03 19:25,PM,1,,20,Inspection,3,,,,,,
1390,E104,2025-06-03 19:30,PM,5,,20,Inspection,3,,,,,,
1391,E104,2025-06-03 19:35,Busy,9,,25,Inspection,3,,,,,,
1392,E104,2025-06-03 19:40,PM,1,,20,Inspection,3,,,,,,
1393,E104,2025-06-03 19:45,Available,6,L023,30,Inspection,3,L023,E106,1,TRUE,Deposition,RECEIPT
1394,E104,2025-06-03 19:50,Down,6,,25,Inspection,3,,,,,,
1395,E104,2025-06-03 19:55,Available,9,L028,25,Inspection,3,L028,E107,4,FALSE,IonImplantation,WIP
1396,E104,2025-06-03 20:00,Available,3,L004,20,Inspection,3,L004,E107,2,TRUE,Metallization,HOT
1397,E104,2025-06-03 20:05,Busy,9,,30,Inspection,3,,,,,,
1398,E104,2025-06-03 20:10,Down,3,,20,Inspection,3,,,,,,
1399,E104,2025-06-03 20:15,Down,3,,30,Inspection,3,,,,,,
1400,E104,2025-06-03 20:20,Down,8,,30,Inspection,3,,,,,,
1401,E104,2025-06-03 20:25,Busy,3,,20,Inspection,3,,,,,,
1402,E104,2025-06-03 20:30,Busy,6,,20,Inspection,3,,,,,,
1403,E104,2025-06-03 20:35,Available,7,L012,25,Inspection,3,L012,"E105,E109,E103",2,FALSE,Photolithography,RECEIPT
1404,E104,2025-06-03 20:40,Down,4,,30,Inspection,3,,,,,,
1405,E104,2025-06-03 20:45,Available,2,L001,30,Inspection,3,L001,E114,4,FALSE,Inspection,HOT
1406,E104,2025-06-03 20:50,Available,3,L028,25,Inspection,3,L028,E107,4,FALSE,IonImplantation,REASSIGN
1407,E104,2025-06-03 20:55,PM,3,,20,Inspection,3,,,,,,
1408,E104,2025-06-03 21:00,Down,5,,20,Inspection,3,,,,,,
1409,E104,2025-06-03 21:05,Down,6,,20,Inspection,3,,,,,,
1410,E104,2025-06-03 21:10,Busy,8,,25,Inspection,3,,,,,,
1411,E104,2025-06-03 21:15,Available,3,L021,20,Inspection,3,L021,E107,3,TRUE,Etching,WIP
1412,E104,2025-06-03 21:20,Down,5,,25,Inspection,3,,,,,,
1413,E104,2025-06-03 21:25,Available,3,L013,25,Inspection,3,L013,"E109,E114,E108",5,TRUE,Inspection,WIP
1414,E104,2025-06-03 21:30,Busy,0,,25,Inspection,3,,,,,,
1415,E104,2025-06-03 21:35,Down,2,,25,Inspection,3,,,,,,
1416,E104,2025-06-03 21:40,PM,0,,25,Inspection,3,,,,,,
1417,E104,2025-06-03 21:45,PM,8,,30,Inspection,3,,,,,,
1418,E104,2025-06-03 21:50,Available,8,L020,20,Inspection,3,L020,E108,5,FALSE,Photolithography,REASSIGN
1419,E104,2025-06-03 21:55,Busy,7,,30,Inspection,3,,,,,,
1420,E104,2025-06-03 22:00,Busy,1,,30,Inspection,3,,,,,,
1421,E104,2025-06-03 22:05,Down,1,,25,Inspection,3,,,,,,
1422,E104,2025-06-03 22:10,Available,0,L003,20,Inspection,3,L003,"E111,E100",2,FALSE,Packaging,REASSIGN
1423,E104,2025-06-03 22:15,Available,0,L001,30,Inspection,3,L001,E114,4,FALSE,Inspection,WIP
1424,E104,2025-06-03 22:20,PM,3,,30,Inspection,3,,,,,,
1425,E104,2025-06-03 22:25,PM,8,,20,Inspection,3,,,,,,
1426,E104,2025-06-03 22:30,Busy,8,,25,Inspection,3,,,,,,
1427,E104,2025-06-03 22:35,Down,2,,20,Inspection,3,,,,,,
1428,E104,2025-06-03 22:40,Busy,8,,30,Inspection,3,,,,,,
1429,E104,2025-06-03 22:45,Down,3,,30,Inspection,3,,,,,,
1430,E104,2025-06-03 22:50,PM,4,,20,Inspection,3,,,,,,
1431,E104,2025-06-03 22:55,Busy,9,,30,Inspection,3,,,,,,
1432,E104,2025-06-03 23:00,Busy,9,,25,Inspection,3,,,,,,
1433,E104,2025-06-03 23:05,Down,5,,20,Inspection,3,,,,,,
1434,E104,2025-06-03 23:10,Down,7,,30,Inspection,3,,,,,,
1435,E104,2025-06-03 23:15,Available,1,L030,25,Inspection,3,L030,"E106,E109,E101",1,TRUE,Etching,RECEIPT
1436,E104,2025-06-03 23:20,PM,1,,20,Inspection,3,,,,,,
1437,E104,2025-06-03 23:25,PM,0,,20,Inspection,3,,,,,,
1438,E104,2025-06-03 23:30,PM,8,,30,Inspection,3,,,,,,
1439,E104,2025-06-03 23:35,PM,3,,20,Inspection,3,,,,,,
1440,E104,2025-06-03 23:40,Down,2,,30,Inspection,3,,,,,,
1441,E104,2025-06-03 23:45,Busy,5,,30,Inspection,3,,,,,,
1442,E104,2025-06-03 23:50,Busy,9,,30,Inspection,3,,,,,,
1443,E104,2025-06-03 23:55,Down,7,,20,Inspection,3,,,,,,
1444,E104,2025-06-04 0:00,Available,4,L022,25,Inspection,3,L022,"E100,E106,E107",1,TRUE,IonImplantation,RECEIPT
1445,E105,2025-06-03 0:00,Available,6,L026,20,Metallization,5,L026,"E102,E105",2,TRUE,Inspection,OPT
1446,E105,2025-06-03 0:05,Busy,4,,20,Metallization,5,,,,,,
1447,E105,2025-06-03 0:10,Available,2,L004,20,Metallization,5,L004,E107,2,TRUE,Metallization,WIP
1448,E105,2025-06-03 0:15,Available,5,L022,20,Metallization,5,L022,"E100,E106,E107",1,TRUE,IonImplantation,RECEIPT
1449,E105,2025-06-03 0:20,Busy,1,,30,Metallization,5,,,,,,
1450,E105,2025-06-03 0:25,Available,7,L024,30,Metallization,5,L024,"E114,E108,E110",4,FALSE,Deposition,RECEIPT
1451,E105,2025-06-03 0:30,Down,6,,30,Metallization,5,,,,,,
1452,E105,2025-06-03 0:35,PM,1,,25,Metallization,5,,,,,,
1453,E105,2025-06-03 0:40,Busy,5,,30,Metallization,5,,,,,,
1454,E105,2025-06-03 0:45,PM,5,,30,Metallization,5,,,,,,
1455,E105,2025-06-03 0:50,PM,5,,20,Metallization,5,,,,,,
1456,E105,2025-06-03 0:55,Busy,1,,30,Metallization,5,,,,,,
1457,E105,2025-06-03 1:00,PM,3,,20,Metallization,5,,,,,,
1458,E105,2025-06-03 1:05,Busy,1,,20,Metallization,5,,,,,,
1459,E105,2025-06-03 1:10,Busy,1,,30,Metallization,5,,,,,,
1460,E105,2025-06-03 1:15,PM,1,,25,Metallization,5,,,,,,
1461,E105,2025-06-03 1:20,Busy,4,,25,Metallization,5,,,,,,
1462,E105,2025-06-03 1:25,Available,5,L022,20,Metallization,5,L022,"E100,E106,E107",1,TRUE,IonImplantation,HOT
1463,E105,2025-06-03 1:30,PM,0,,25,Metallization,5,,,,,,
1464,E105,2025-06-03 1:35,Busy,4,,20,Metallization,5,,,,,,
1465,E105,2025-06-03 1:40,Available,4,L022,20,Metallization,5,L022,"E100,E106,E107",1,TRUE,IonImplantation,RECEIPT
1466,E105,2025-06-03 1:45,Busy,8,,25,Metallization,5,,,,,,
1467,E105,2025-06-03 1:50,PM,8,,25,Metallization,5,,,,,,
1468,E105,2025-06-03 1:55,Busy,5,,25,Metallization,5,,,,,,
1469,E105,2025-06-03 2:00,Available,0,L008,25,Metallization,5,L008,E107,4,TRUE,Oxidation,WIP
1470,E105,2025-06-03 2:05,Busy,4,,20,Metallization,5,,,,,,
1471,E105,2025-06-03 2:10,Available,6,L003,25,Metallization,5,L003,"E111,E100",2,FALSE,Packaging,RECEIPT
1472,E105,2025-06-03 2:15,Down,9,,30,Metallization,5,,,,,,
1473,E105,2025-06-03 2:20,Down,1,,25,Metallization,5,,,,,,
1474,E105,2025-06-03 2:25,Down,2,,30,Metallization,5,,,,,,
1475,E105,2025-06-03 2:30,Available,1,L001,25,Metallization,5,L001,E114,4,FALSE,Inspection,RECEIPT
1476,E105,2025-06-03 2:35,Available,9,L021,20,Metallization,5,L021,E107,3,TRUE,Etching,RECEIPT
1477,E105,2025-06-03 2:40,Busy,1,,25,Metallization,5,,,,,,
1478,E105,2025-06-03 2:45,Busy,6,,25,Metallization,5,,,,,,
1479,E105,2025-06-03 2:50,PM,8,,20,Metallization,5,,,,,,
1480,E105,2025-06-03 2:55,Down,5,,25,Metallization,5,,,,,,
1481,E105,2025-06-03 3:00,PM,4,,30,Metallization,5,,,,,,
1482,E105,2025-06-03 3:05,Down,8,,30,Metallization,5,,,,,,
1483,E105,2025-06-03 3:10,Down,7,,25,Metallization,5,,,,,,
1484,E105,2025-06-03 3:15,Busy,8,,30,Metallization,5,,,,,,
1485,E105,2025-06-03 3:20,Busy,3,,30,Metallization,5,,,,,,
1486,E105,2025-06-03 3:25,Available,8,L007,25,Metallization,5,L007,"E113,E110",3,TRUE,Deposition,REASSIGN
1487,E105,2025-06-03 3:30,Available,6,L018,20,Metallization,5,L018,E111,4,FALSE,Packaging,REASSIGN
1488,E105,2025-06-03 3:35,Available,4,L004,25,Metallization,5,L004,E107,2,TRUE,Metallization,REASSIGN
1489,E105,2025-06-03 3:40,PM,4,,30,Metallization,5,,,,,,
1490,E105,2025-06-03 3:45,PM,1,,20,Metallization,5,,,,,,
1491,E105,2025-06-03 3:50,Busy,6,,30,Metallization,5,,,,,,
1492,E105,2025-06-03 3:55,Down,0,,20,Metallization,5,,,,,,
1493,E105,2025-06-03 4:00,Available,1,L023,30,Metallization,5,L023,E106,1,TRUE,Deposition,OPT
1494,E105,2025-06-03 4:05,PM,9,,30,Metallization,5,,,,,,
1495,E105,2025-06-03 4:10,Down,0,,30,Metallization,5,,,,,,
1496,E105,2025-06-03 4:15,Available,7,L007,25,Metallization,5,L007,"E113,E110",3,TRUE,Deposition,HOT
1497,E105,2025-06-03 4:20,Down,0,,30,Metallization,5,,,,,,
1498,E105,2025-06-03 4:25,Available,9,L015,20,Metallization,5,L015,"E101,E109,E107",4,FALSE,Inspection,HOT
1499,E105,2025-06-03 4:30,Available,6,L030,25,Metallization,5,L030,"E106,E109,E101",1,TRUE,Etching,WIP
1500,E105,2025-06-03 4:35,Down,8,,30,Metallization,5,,,,,,
1501,E105,2025-06-03 4:40,Busy,1,,25,Metallization,5,,,,,,
1502,E105,2025-06-03 4:45,Busy,5,,25,Metallization,5,,,,,,
1503,E105,2025-06-03 4:50,Busy,2,,25,Metallization,5,,,,,,
1504,E105,2025-06-03 4:55,Available,2,L022,25,Metallization,5,L022,"E100,E106,E107",1,TRUE,IonImplantation,REASSIGN
1505,E105,2025-06-03 5:00,Available,0,L026,25,Metallization,5,L026,"E102,E105",2,TRUE,Inspection,OPT
1506,E105,2025-06-03 5:05,Available,0,L004,20,Metallization,5,L004,E107,2,TRUE,Metallization,RECEIPT
1507,E105,2025-06-03 5:10,Available,4,L025,30,Metallization,5,L025,E112,1,FALSE,Deposition,HOT
1508,E105,2025-06-03 5:15,PM,0,,25,Metallization,5,,,,,,
1509,E105,2025-06-03 5:20,Available,0,L017,20,Metallization,5,L017,"E102,E100",4,TRUE,Packaging,WIP
1510,E105,2025-06-03 5:25,Busy,7,,20,Metallization,5,,,,,,
1511,E105,2025-06-03 5:30,Down,8,,20,Metallization,5,,,,,,
1512,E105,2025-06-03 5:35,Busy,8,,30,Metallization,5,,,,,,
1513,E105,2025-06-03 5:40,PM,0,,30,Metallization,5,,,,,,
1514,E105,2025-06-03 5:45,Available,3,L009,25,Metallization,5,L009,"E109,E113",1,TRUE,IonImplantation,RECEIPT
1515,E105,2025-06-03 5:50,Available,1,L001,20,Metallization,5,L001,E114,4,FALSE,Inspection,HOT
1516,E105,2025-06-03 5:55,Available,9,L008,20,Metallization,5,L008,E107,4,TRUE,Oxidation,HOT
1517,E105,2025-06-03 6:00,Down,9,,20,Metallization,5,,,,,,
1518,E105,2025-06-03 6:05,Available,7,L028,25,Metallization,5,L028,E107,4,FALSE,IonImplantation,REASSIGN
1519,E105,2025-06-03 6:10,Down,3,,25,Metallization,5,,,,,,
1520,E105,2025-06-03 6:15,Busy,9,,25,Metallization,5,,,,,,
1521,E105,2025-06-03 6:20,Available,9,L005,25,Metallization,5,L005,E100,4,TRUE,Inspection,HOT
1522,E105,2025-06-03 6:25,Busy,4,,20,Metallization,5,,,,,,
1523,E105,2025-06-03 6:30,Down,6,,25,Metallization,5,,,,,,
1524,E105,2025-06-03 6:35,PM,2,,25,Metallization,5,,,,,,
1525,E105,2025-06-03 6:40,PM,4,,25,Metallization,5,,,,,,
1526,E105,2025-06-03 6:45,Busy,4,,30,Metallization,5,,,,,,
1527,E105,2025-06-03 6:50,Down,5,,20,Metallization,5,,,,,,
1528,E105,2025-06-03 6:55,Available,6,L013,25,Metallization,5,L013,"E109,E114,E108",5,TRUE,Inspection,WIP
1529,E105,2025-06-03 7:00,PM,3,,30,Metallization,5,,,,,,
1530,E105,2025-06-03 7:05,PM,9,,20,Metallization,5,,,,,,
1531,E105,2025-06-03 7:10,Available,9,L023,20,Metallization,5,L023,E106,1,TRUE,Deposition,OPT
1532,E105,2025-06-03 7:15,PM,4,,30,Metallization,5,,,,,,
1533,E105,2025-06-03 7:20,Busy,2,,30,Metallization,5,,,,,,
1534,E105,2025-06-03 7:25,PM,3,,25,Metallization,5,,,,,,
1535,E105,2025-06-03 7:30,Available,3,L001,25,Metallization,5,L001,E114,4,FALSE,Inspection,REASSIGN
1536,E105,2025-06-03 7:35,Busy,7,,30,Metallization,5,,,,,,
1537,E105,2025-06-03 7:40,PM,4,,30,Metallization,5,,,,,,
1538,E105,2025-06-03 7:45,Down,1,,30,Metallization,5,,,,,,
1539,E105,2025-06-03 7:50,Available,9,L009,20,Metallization,5,L009,"E109,E113",1,TRUE,IonImplantation,HOT
1540,E105,2025-06-03 7:55,Busy,3,,30,Metallization,5,,,,,,
1541,E105,2025-06-03 8:00,Available,3,L028,20,Metallization,5,L028,E107,4,FALSE,IonImplantation,RECEIPT
1542,E105,2025-06-03 8:05,Down,8,,30,Metallization,5,,,,,,
