ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2019-06-20,10140,6296,10133,627,118,3860,1698,1471,4464,5238,296,92,103,206,730,618,1167,116,5,20,40,2393,897,2153,642,100,35,360
2019-06-21,11041,6278,14325,644,114,1025,1211,1518,4912,5561,363,149,139,218,731,647,1161,156,6,16,39,2499,908,2416,629,82,50,230
2019-06-22,16014,7598,18142,1385,187,2591,1307,3174,6047,8196,356,144,287,238,2397,1364,3473,252,2,13,21,4091,1484,3807,945,254,41,528
2019-06-23,13139,6583,15687,1234,267,1688,846,2421,3949,5477,362,119,169,243,1606,839,2157,223,14,13,38,3600,1304,3513,933,146,69,243
2019-06-24,8103,5123,8987,1922,279,1300,738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06-25,0,180,171,0,0,0,9,2279,3233,3814,419,91,839,349,776,727,1159,182,27,47,88,3255,1547,2759,1658,112,79,194
2019-06-26,0,15350,7098,534,393,3226,4099,0,6921,5935,453,43,298,192,0,2430,1947,0,0,0,483,772,4174,2994,1550,142,166,94
2019-06-27,7229,4069,7469,1417,228,976,1208,1482,3538,4310,278,70,129,233,640,469,911,93,11,35,59,1711,760,1537,598,89,40,207
2019-06-28,8364,5046,9685,1794,219,724,988,1532,3826,4369,387,120,303,179,717,456,991,90,6,10,76,2056,713,1584,571,158,49,407
2019-06-29,10188,5338,12266,730,195,1191,1144,2303,4872,6349,335,142,135,214,2030,1101,2829,164,17,77,44,3405,1282,3561,620,90,122,294
2019-06-30,8315,5172,11645,409,51,615,767,1964,3145,4155,384,90,136,344,1267,638,1593,194,12,36,70,3215,1372,3375,781,105,50,276
2019-07-01,8752,4682,10250,162,38,2960,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-02,0,300,300,0,0,0,0,1986,3852,4518,502,105,113,600,1160,648,1244,243,18,207,96,3365,1457,2319,1284,155,113,951
2019-07-03,7900,4718,9983,460,25,1185,965,1250,3852,4328,353,70,155,196,740,525,1041,118,24,21,61,1663,904,1477,783,99,46,162
2019-07-04,7151,5117,9885,540,42,802,999,1303,2762,3257,323,72,168,245,663,484,883,190,17,23,34,1715,722,1461,745,35,20,176
2019-07-05,7991,4967,9340,1099,56,1503,960,1406,2103,2798,340,75,156,140,636,327,717,150,14,24,58,1810,561,1322,699,50,72,228
2019-07-06,10127,6103,13408,687,28,2076,31,2230,2952,4367,341,123,132,219,1452,767,1945,154,12,30,78,2913,970,2616,846,132,38,251
2019-07-07,8594,5907,11281,300,73,1578,1269,1956,2846,3913,342,122,97,328,1074,550,1282,202,23,48,69,2603,1227,2482,814,124,77,333
2019-07-08,8061,5040,9122,66,7,2318,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-09,0,332,318,0,0,0,14,2160,3524,4448,400,89,140,607,1044,647,1176,312,50,134,19,3234,1474,2323,1471,129,112,673
2019-07-10,8460,4580,8766,506,67,3347,354,1069,3436,3919,288,70,73,155,604,670,1013,206,23,13,19,1687,941,1223,848,111,67,379
2019-07-11,7416,5179,8989,359,159,1915,1173,1339,3965,4500,328,95,183,198,501,333,678,79,21,25,31,1578,764,1386,596,79,51,230
2019-07-12,8267,4798,8460,177,22,2799,1607,1968,4566,5864,298,105,94,173,935,763,1498,156,25,10,9,2008,968,1699,747,86,98,346
2019-07-13,11857,6379,13086,54,14,3338,1744,2963,4949,6821,444,220,108,319,1967,1032,2616,265,26,71,21,3481,1491,3599,957,97,87,232
2019-07-14,10307,6534,13890,325,251,1826,549,2183,3224,4232,491,204,224,256,1194,584,1448,201,28,42,59,2974,1043,2564,907,120,56,370
2019-07-15,6502,3631,7665,590,88,1715,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-16,0,243,224,0,0,0,19,2369,3543,4049,409,107,408,939,852,442,990,196,26,18,64,3021,1095,1958,1203,87,135,733
2019-07-17,7990,5548,10232,404,80,2326,496,1256,3135,3541,360,86,232,172,679,360,764,134,8,87,46,1867,754,1463,758,28,58,314
2019-07-18,7168,5227,7873,620,69,2721,1112,1205,2961,3409,298,47,193,219,634,358,799,109,32,39,13,1469,783,1210,628,81,90,243
2019-07-19,6535,3851,6444,1635,163,884,1260,1064,2090,2649,239,37,142,87,554,367,737,92,21,22,49,1524,730,1321,773,19,28,113
2019-07-20,10378,5244,13102,803,138,928,651,1997,3662,4855,330,106,84,284,1250,534,1488,195,25,19,57,2592,899,2038,946,120,56,331
2019-07-21,9630,4566,11637,528,44,746,1241,1838,2803,3684,397,102,224,234,815,446,1056,110,22,11,62,2507,1086,2573,694,71,45,210
2019-07-22,8865,5530,11032,146,89,1313,1815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-23,0,385,365,0,0,0,20,2436,3072,3700,391,173,384,860,822,548,1014,230,12,75,39,3180,1133,1775,1520,103,159,756
2019-07-24,8874,4784,9705,225,90,3215,423,1110,2531,3009,201,100,112,219,590,305,795,61,4,5,30,1379,558,1084,565,72,49,167
2019-07-25,7221,3444,7365,976,110,1316,898,1157,2069,2407,263,76,253,227,420,264,590,43,3,30,18,1354,445,967,435,107,50,240
2019-07-26,6730,2425,6783,21,3,1429,919,946,1814,2281,211,58,47,163,436,273,585,80,2,28,14,1199,419,875,462,66,20,195
2019-07-27,13546,6066,14194,921,177,2530,1790,2051,3120,4295,316,136,134,290,1181,615,1605,127,8,30,26,2577,932,2058,859,134,59,399
2019-07-28,8782,3693,8377,764,128,2155,1051,1627,2453,3130,339,94,64,453,762,417,998,95,25,46,15,1975,662,1556,659,99,29,294
2019-07-29,11775,7056,14126,916,172,1880,1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-07-30,0,12,6,0,0,0,6,2952,3692,4886,380,158,360,860,1115,776,1527,237,27,28,72,4153,1847,3375,1632,104,142,747
2019-07-31,3286,12706,8435,926,349,3012,3270,0,6642,5598,507,165,217,155,0,1603,1603,0,0,0,0,445,2550,1969,512,200,283,31
2019-08-01,12486,6111,15980,619,54,504,1440,2313,4574,6161,280,97,85,264,1059,793,1692,116,7,9,28,2498,1141,2578,638,76,30,317
2019-08-02,12613,6373,16645,90,35,1002,1214,2223,3411,4797,352,106,85,294,1080,835,1718,173,7,9,8,2726,1036,2450,790,70,77,375
2019-08-03,14489,5420,15930,889,122,2372,596,2352,2699,4166,446,98,73,268,1361,803,1945,122,18,61,18,2465,800,2016,789,73,34,353
2019-08-04,8563,4354,9474,613,231,1510,1089,1743,2144,3129,355,77,77,249,803,460,1041,128,13,25,56,2203,846,1699,721,103,83,443
2019-08-05,7708,4648,9331,689,238,1398,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-06,-1,12,11,0,0,0,0,2329,2065,2784,439,154,591,426,620,460,911,110,19,20,20,3356,1573,2596,1792,149,130,262
2019-08-07,8716,4478,10119,281,99,2083,612,1297,2943,3607,343,57,63,170,683,435,926,70,20,11,91,1721,666,1455,658,102,41,131
2019-08-08,8629,5380,9999,638,289,1110,1973,1363,2377,3069,327,88,83,173,726,425,950,157,10,15,19,2121,826,1776,825,85,46,215
2019-08-09,7783,4657,8609,606,227,1964,1034,1599,2740,3606,302,71,79,281,801,583,1075,218,7,60,24,1641,626,1072,722,132,53,288
2019-08-10,0,19898,8596,1076,658,4704,4864,0,5213,4260,580,88,173,112,0,2647,2168,0,0,0,479,696,3094,1883,853,244,719,91
2019-08-11,0,15727,8040,963,745,2682,3297,0,4856,3699,515,87,410,145,0,2011,1605,0,0,0,406,703,3201,1834,1271,376,313,110
2019-08-12,0,9251,3409,611,412,2741,2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-13,0,138,127,0,0,0,11,0,5650,3708,671,313,570,388,0,2551,1739,0,0,0,812,766,6991,3414,2098,1146,982,117
2019-08-14,0,19688,8357,1404,1152,4875,3900,0,4341,3427,434,133,183,164,0,1816,1223,0,0,0,593,496,3027,1527,363,1182,371,80
2019-08-15,0,14991,7131,1225,618,1940,4077,0,11289,10214,493,93,140,349,0,2641,2344,0,0,0,297,720,3753,3052,906,307,143,65
2019-08-16,0,16230,8236,880,571,3406,3137,0,7707,6517,606,170,192,222,0,3121,2497,0,0,0,624,911,4372,3010,1350,496,361,66
2019-08-17,0,22999,10118,1442,752,5933,4754,0,10258,8966,614,179,249,250,0,5301,4617,0,0,0,684,992,5611,4334,1204,413,589,63
2019-08-18,0,19538,9350,882,462,5228,3616,0,9876,8468,653,118,200,437,0,3998,3306,0,0,0,692,1006,5065,3565,1336,424,653,93
2019-08-19,0,15912,7760,804,372,3753,3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-20,0,214,205,0,0,0,9,0,10712,5175,2130,152,2810,445,0,2993,1955,0,0,0,1038,990,5616,2855,1965,643,995,148
2019-08-21,0,18896,8911,971,547,5344,3123,0,5529,4548,443,97,214,227,0,2038,1485,0,0,0,553,538,3242,2013,848,330,461,128
2019-08-22,0,14675,6990,604,407,3477,3197,0,7239,6060,572,75,217,315,0,2205,1731,0,0,0,474,632,3067,1737,1349,292,216,105
2019-08-23,0,18746,8319,851,610,5329,3637,0,7702,6270,574,303,254,301,0,2807,2223,0,0,0,584,730,3676,2150,1321,362,469,104
2019-08-24,0,28790,14136,1273,923,7644,4814,0,12837,11323,727,221,212,354,0,5898,5219,0,0,0,679,1061,7002,5209,1552,370,809,123
2019-08-25,0,21988,10484,1106,775,4692,4931,0,10173,8675,654,132,391,321,0,4629,3865,0,0,0,764,1194,7046,5338,1590,436,717,159
2019-08-26,7281,4570,8232,286,157,2202,974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-08-27,0,363,338,0,0,0,25,2781,3735,4596,407,215,645,653,1115,839,1573,247,24,83,27,3406,2892,4174,1143,173,97,711
2019-08-28,0,16536,8179,720,782,3753,3102,0,7736,6493,596,63,333,251,0,2476,1881,0,0,0,595,549,4008,2441,1278,239,515,84
2019-08-29,5033,3066,5408,226,72,1819,574,1329,2168,2952,206,53,93,193,618,305,754,94,15,39,21,896,501,922,414,17,12,32
2019-08-30,7141,5027,9247,375,204,1980,362,1544,4330,5078,298,136,206,156,995,640,1352,157,13,62,51,2191,1109,2137,708,71,39,345
2019-08-31,9556,6306,12987,379,94,1618,784,3448,5636,8157,471,116,124,216,2562,1350,3618,183,8,49,54,3597,1433,3662,958,80,59,271
2019-09-01,9030,6225,11647,445,156,1991,1016,2810,4669,6452,464,81,77,405,1455,889,2059,233,7,19,26,2989,1503,3156,924,62,43,307
2019-09-02,5770,4957,7895,384,125,771,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-03,0,337,331,0,0,0,6,2011,4061,4517,379,131,379,666,926,1006,1578,205,34,38,77,2981,1725,2746,1197,142,69,552
2019-09-04,5290,4199,5252,348,220,2546,1123,891,1433,1672,250,71,155,176,297,351,547,64,6,5,26,1163,399,855,424,52,21,210
2019-09-05,5018,3812,5772,435,103,1822,698,734,2240,2567,165,70,54,118,287,253,413,83,7,4,33,936,506,829,440,49,12,112
2019-09-06,7454,4862,7583,904,212,2503,1114,1143,3625,4018,363,128,104,155,563,338,703,161,12,17,8,1639,640,1095,682,45,79,378
2019-09-07,548,109,415,37,16,179,10,50,103,108,5,14,14,12,12,24,26,4,6,0,0,55,6,8,49,0,0,4
2019-09-08,8045,5519,10951,360,124,1474,655,2360,4349,5946,273,43,155,292,1456,749,1668,377,30,70,60,1775,918,1482,691,90,63,367
2019-09-09,5541,5483,9193,347,85,648,751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-10,0,134,108,0,0,0,26,1081,2051,2272,249,63,375,173,375,263,458,80,11,52,37,2337,742,1410,1226,32,59,352
2019-09-11,6482,5692,9925,351,32,1481,385,1556,3268,4143,368,49,117,147,774,468,1050,100,4,47,41,2378,841,1829,904,92,34,360
2019-09-12,3658,32709,25962,1613,1066,3653,4073,0,9789,8070,917,97,278,427,0,6687,5799,0,0,0,888,1181,10865,8979,2003,553,424,87
2019-09-13,4013,130174,106601,6904,1619,8574,10489,0,26153,24237,967,74,233,642,0,23727,22215,0,0,0,1512,1236,47263,40185,3853,3339,971,151
2019-09-14,3791,89393,63819,6840,2286,5217,15022,0,19734,18174,826,119,370,245,0,14798,13864,0,0,0,934,1173,31429,27348,3613,251,1264,126
2019-09-15,2629,48917,30923,2700,1537,7628,8758,0,16011,14318,855,88,397,353,0,8757,8110,0,0,0,647,1075,23950,22423,1358,525,595,124
2019-09-16,5543,4935,7876,712,72,1192,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-17,0,103,71,0,0,0,32,2895,4639,5469,565,77,844,579,1071,1336,2087,280,6,7,27,3779,2427,3490,1757,85,63,811
2019-09-18,8446,10844,14623,795,228,2699,945,1703,4616,5488,405,111,97,218,1044,862,1598,238,1,32,37,2388,1351,2455,764,165,20,335
2019-09-19,8073,10104,13026,244,18,3390,1499,2066,5278,6375,466,75,173,255,1040,928,1682,216,14,6,50,2216,1162,2278,672,65,8,355
2019-09-20,8840,8535,10815,559,69,2689,3243,2343,5372,6698,560,63,197,197,1202,1491,2359,236,6,65,27,2584,2193,3430,722,70,65,490
2019-09-21,13253,12202,20036,533,87,2215,2584,3793,8253,10830,583,201,100,332,2587,1825,4062,255,11,24,60,4397,2531,5128,1056,98,78,568
2019-09-22,10972,4432,11033,644,265,1183,2279,1698,3008,3620,563,141,76,306,772,390,907,201,3,7,44,2472,1001,2010,925,81,39,418
2019-09-23,10127,7518,15790,173,83,431,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-09-24,0,118,108,0,0,0,10,3501,5232,6484,605,181,804,659,1344,1669,2598,241,33,42,99,4342,3860,4126,2704,163,119,1090
2019-09-25,2088,22164,13560,1055,524,4704,4409,0,12103,10606,747,101,273,376,0,4118,3455,0,0,0,663,867,7570,6011,1815,173,332,106
2019-09-26,9080,10162,14514,835,182,1459,2252,1898,4961,6069,408,92,67,223,1081,1408,2153,233,9,35,59,2941,1952,3331,1001,67,54,440
2019-09-27,11607,10366,17676,935,148,1698,1516,2125,6118,7053,506,140,296,248,1079,804,1582,213,19,24,45,2759,2324,3520,1228,36,50,249
2019-09-28,16329,10400,21412,935,239,1343,2800,4038,6759,9635,694,86,191,191,3297,2048,4812,383,27,28,95,4777,2833,5903,872,96,71,668
2019-09-29,14892,7336,19639,191,74,1076,1248,3274,4918,6969,740,71,185,227,2086,1095,2801,315,8,29,28,4344,3042,5352,1138,85,104,707
2019-09-30,10755,10346,17468,397,521,1774,941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,0,270,251,0,0,0,19,2748,5544,6240,626,86,1021,319,1280,1658,2427,319,8,38,146,4243,3987,5505,1383,77,240,1025
2019-10-02,14493,7748,17403,264,226,3559,789,880,2131,2345,289,28,231,118,599,460,838,155,1,27,38,2191,1477,2361,756,17,187,347
2019-10-03,14119,7941,19347,210,71,1737,695,3055,8742,10923,484,51,79,260,2336,1407,3320,278,8,49,88,4116,2688,4938,1162,38,204,462
2019-10-04,17065,10329,22342,319,52,3543,1138,3774,6661,9250,560,66,246,313,2124,1400,3170,239,7,29,79,4419,2797,5548,1028,51,138,451
2019-10-05,17138,10289,23448,359,218,2077,1325,3871,7812,10532,534,115,172,330,2847,1859,4327,227,21,52,79,5107,3854,7246,872,83,193,567
2019-10-06,11918,7611,17143,397,30,1513,446,3379,5450,7557,649,79,218,326,2163,1344,3084,291,13,21,98,4576,4822,7369,1149,84,215,581
2019-10-07,3673,2725,5462,156,42,532,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-08,0,249,220,0,0,0,29,4574,6448,8828,661,78,493,962,1338,1303,2268,248,1,20,104,4275,4897,7021,1133,91,108,819
2019-10-09,9869,9375,17324,222,19,997,682,3731,9066,12104,322,62,75,234,3099,1967,4726,230,11,14,85,5336,4538,8421,746,56,131,520
2019-10-10,7888,8998,11825,858,121,2407,1675,1861,4988,5810,332,50,254,403,830,857,1492,158,2,9,26,6494,2622,7605,830,26,75,580
2019-10-11,8399,10515,17248,294,45,248,1079,2797,6092,7742,369,75,290,413,1326,2174,3270,204,2,4,20,3393,2683,4611,740,47,130,548
2019-10-12,13528,10359,18581,596,159,1638,2913,5010,11150,14898,523,140,273,326,3391,1934,4923,300,9,54,39,5260,3873,7317,803,83,177,753
2019-10-13,13189,8786,17328,544,328,1119,2656,4180,8224,10817,545,132,345,565,2397,1423,3395,307,12,38,68,4863,3116,6186,889,131,191,582
2019-10-14,8984,7137,12241,822,344,840,1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-15,0,267,263,0,0,0,4,3493,7297,8709,516,102,881,582,1343,1705,2633,306,12,70,27,5830,4390,7318,2052,48,136,666
2019-10-16,9814,13491,17955,342,50,2232,2726,2171,6661,7788,435,102,90,417,1036,836,1615,158,16,18,65,3792,3222,5256,1138,38,62,520
2019-10-17,9618,13116,18711,239,108,1903,1773,2557,6632,8015,355,107,525,187,1227,1018,1994,168,26,21,36,3815,2699,5106,787,71,64,486
2019-10-18,9320,13383,17580,429,284,1322,3088,3226,8263,10152,426,123,389,399,1551,1857,3119,139,9,31,110,5271,3270,6400,1309,35,110,687
2019-10-19,14698,9412,17187,735,294,3015,2879,5248,10083,14097,507,91,333,303,4285,2100,5953,267,26,25,114,8331,5042,11294,1249,99,111,620
2019-10-20,16629,9227,21310,749,234,2175,1388,4642,7095,9732,684,220,548,553,2958,1589,4075,216,27,118,111,7529,3218,8017,1320,126,132,1152
2019-10-21,11187,8804,18363,93,66,735,734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-22,0,153,134,0,0,0,19,4829,7627,8824,649,236,1572,1175,1936,1420,2938,234,25,58,101,7027,5241,8528,2261,107,200,1172
2019-10-23,12761,11419,20280,404,132,2104,1260,2886,7339,8886,450,66,192,631,1509,1354,2417,256,17,79,94,5350,1991,4792,931,118,96,1404
2019-10-24,13705,10959,19242,417,183,2485,2337,3205,6856,8275,592,174,580,440,1733,1400,2781,203,20,64,65,5705,3159,6449,1482,48,129,756
2019-10-25,13408,11669,20638,167,200,2346,1726,3966,12834,15297,603,104,431,365,2549,2238,4369,264,17,16,121,6764,3149,6996,1665,72,118,1062
2019-10-26,19955,11957,26930,729,133,2711,1409,6052,21486,26188,518,98,162,572,4684,2361,6587,220,23,72,143,9110,5858,12469,1713,48,155,583
2019-10-27,17757,9259,20236,356,187,3101,3136,5740,11271,15093,659,116,273,870,4250,2140,5932,303,13,49,93,8955,4809,10685,1822,54,195,1008
2019-10-28,12270,7887,13521,833,197,3655,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-10-29,0,344,334,0,0,0,10,4397,7346,9049,626,108,661,1299,1997,1281,2699,440,24,101,14,8027,5088,9072,2320,154,270,1299
2019-10-30,1499,24959,14329,1187,549,5537,4856,0,16077,14059,756,106,589,567,0,6794,5677,0,0,0,1117,2771,14183,11605,3674,521,687,467
2019-10-31,11508,9813,17114,721,11,2730,745,3404,6837,8897,481,116,374,373,1673,1240,2672,156,7,49,29,6291,2896,6923,1026,46,143,1049
2019-11-01,11049,8209,15652,1453,98,843,1212,3627,6213,8356,473,89,458,464,2124,1353,3025,296,48,74,34,6746,3680,6661,1353,74,1263,1075
2019-11-02,18550,10428,21688,1569,149,4020,1552,6500,10392,15401,525,161,363,442,5470,2582,7681,263,16,55,37,10444,7373,13275,1692,97,1689,1064
2019-11-03,15507,8290,19896,468,218,319,2896,5833,8689,12883,538,151,386,564,4706,2136,6332,324,10,158,18,9342,4953,11042,1283,159,254,1557
2019-11-04,10542,6265,13084,817,247,618,2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-05,0,424,404,0,0,0,20,5326,6516,8531,563,132,641,1975,2523,1635,3742,225,16,57,118,7591,4019,8808,1715,57,135,895
2019-11-06,12273,7893,16295,786,382,1149,1554,3041,7396,9523,308,79,247,280,2137,1232,2969,107,18,97,178,6439,3446,8012,926,44,119,784
2019-11-07,7881,6545,10326,528,91,2237,1244,3373,7103,9263,386,48,269,510,2329,1407,3381,171,6,77,101,6301,2968,7400,969,19,154,727
2019-11-08,8052,6854,12343,500,172,1207,684,3632,6370,8613,374,100,347,568,2357,1554,3658,111,20,63,59,6584,3924,8333,1378,59,153,585
2019-11-09,13324,11052,19221,661,151,2954,1389,7289,11444,17248,370,127,179,809,6750,2857,9188,285,9,68,57,11005,7015,15407,1557,69,215,772
2019-11-10,11545,7508,15395,1130,76,854,1598,5119,7846,11670,321,125,202,647,4830,2224,6521,308,29,58,138,9040,6275,12490,1650,70,235,870
2019-11-11,8112,6154,10981,737,115,948,1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-12,0,316,309,0,0,0,7,5278,7949,10062,348,109,702,2006,2647,1772,3935,255,29,93,107,5246,4968,7593,1497,96,171,857
2019-11-13,6596,4663,8228,1116,70,935,910,1564,2567,3400,239,39,223,230,887,494,1278,39,7,26,31,2892,1437,3154,472,42,90,571
2019-11-14,7168,6074,10938,368,109,658,1169,2503,4384,5813,266,80,457,271,1510,870,2168,66,3,88,55,3675,1550,3663,934,44,85,499
2019-11-15,5603,4682,8295,273,77,669,971,1615,3063,4010,178,56,183,251,688,438,1062,26,3,12,23,2705,1198,2719,565,98,128,393
2019-11-16,12405,8550,18521,760,111,711,852,6188,12829,17766,468,106,306,371,4854,2248,6752,180,2,61,107,6796,4928,9335,1111,114,183,981
2019-11-17,7205,4083,8220,351,76,1288,1353,1858,4388,5507,188,81,275,195,1038,500,1417,49,1,53,18,2919,1679,3450,626,53,126,343
2019-11-18,7573,5659,10462,465,112,1204,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-19,0,351,351,0,0,0,0,3358,4012,4952,295,111,676,1336,853,620,1216,190,12,47,8,3630,2129,3932,737,81,116,893
2019-11-20,7497,6062,11104,393,111,621,1330,1618,4107,4697,241,81,323,383,861,521,1180,149,22,16,15,2672,1233,2734,546,67,78,480
2019-11-21,6966,5200,9284,136,54,1604,1088,1912,5447,6549,198,70,112,430,984,606,1376,168,15,20,11,2811,1257,2397,835,137,116,583
2019-11-22,7507,7012,11072,524,86,1460,1377,2666,5442,7114,298,77,265,354,1384,948,2111,162,11,7,41,3120,1565,3569,759,41,74,242
2019-11-23,11600,8754,16502,647,102,1696,1407,5466,8773,12753,331,158,486,511,3504,1628,4760,298,7,20,47,5200,2553,6311,591,89,124,638
2019-11-24,8946,4608,9319,413,96,1391,2335,2729,4163,5837,325,80,298,352,1511,635,1926,121,27,47,25,3661,1244,3679,641,102,83,400
2019-11-25,7085,4492,8000,934,113,785,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-11-26,0,499,488,0,0,0,11,3724,5338,6110,297,112,1239,1304,1320,949,1876,193,21,53,126,3564,2303,4034,926,95,87,725
2019-11-27,0,17274,8956,985,544,3428,3361,0,9383,8294,342,56,361,330,0,3120,2611,0,0,0,509,821,6616,5612,1051,174,493,107
2019-11-28,7252,6546,9979,462,50,1303,2004,1767,3950,4706,216,65,492,238,914,571,1288,90,12,27,68,2340,1085,2168,831,66,44,316
2019-11-29,6857,5939,10489,287,15,496,1509,1893,4950,5683,297,115,215,533,867,1003,1663,123,16,14,54,2331,967,2322,680,32,35,229
2019-11-30,10303,6591,11812,601,95,1452,2934,3290,5496,7788,340,134,251,273,1930,1020,2715,129,12,35,59,4197,2021,4758,847,85,80,448
2019-12-01,6347,2742,5332,503,128,1717,1409,1302,1745,2407,194,62,134,250,540,232,654,72,1,36,9,2098,761,2064,621,37,29,108
2019-12-02,5944,5571,8062,519,74,1272,1588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-03,0,409,401,0,0,0,8,1943,3914,4225,240,56,452,884,487,344,652,131,0,9,39,2354,859,1759,1129,54,70,201
2019-12-04,5528,4398,6630,210,77,1718,1291,1176,3265,3763,147,50,211,270,478,441,788,96,7,7,21,1529,756,1492,549,51,31,162
2019-12-05,5174,4187,6995,95,38,882,1351,815,1801,2081,122,50,89,274,324,235,448,92,0,6,13,1379,514,1332,407,18,46,90
2019-12-06,5516,4688,6982,469,135,1644,974,917,2119,2299,173,81,55,428,418,229,475,117,0,37,18,1506,446,1058,471,46,65,312
2019-12-07,9066,4828,9765,202,113,2011,1803,1969,4407,5551,342,89,93,301,860,472,1158,130,12,28,4,2478,895,2106,556,68,61,582
2019-12-08,9023,4464,9169,357,203,2004,1754,2085,3658,4809,223,76,143,492,866,500,1212,122,7,4,21,2970,1205,2943,547,90,64,531
2019-12-09,5910,4915,8322,549,146,857,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-10,0,253,229,0,0,0,24,1892,2831,3448,211,56,546,462,413,309,589,45,9,25,54,1940,1008,1485,1004,52,77,330
2019-12-11,5910,5528,7821,1166,41,1159,1251,919,2940,3252,120,57,144,286,305,376,542,72,9,6,52,1112,551,971,414,35,27,216
2019-12-12,6089,4186,7897,215,67,951,1145,1238,3479,3838,139,51,293,396,299,302,504,27,15,2,53,943,500,853,287,23,51,229
2019-12-13,7137,4350,8564,724,55,1229,915,1288,3364,3928,126,65,35,498,440,486,812,20,18,15,61,1488,586,1359,528,19,38,130
2019-12-14,9315,6370,11208,686,86,2500,1205,2329,5321,6814,229,85,297,225,1313,750,1930,81,9,11,32,2943,1221,3090,769,19,40,246
2019-12-15,9684,5979,12519,125,134,1533,1352,2246,4215,5519,259,110,314,259,1109,638,1531,153,20,8,35,3036,1223,2888,795,77,67,432
2019-12-16,6663,5475,9724,270,77,870,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-17,0,221,221,0,0,0,0,2056,3966,4328,174,60,586,874,414,447,763,66,0,17,15,1846,775,1129,585,58,48,801
