ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2016-06-22,80465,2285,72560,490,314,8962,424,1701,970,2056,130,55,355,75,241,209,403,24,13,4,6,1634,691,1080,834,68,186,157
2016-06-23,13322,3246,6520,725,139,8776,408,2163,1843,3485,108,60,224,129,423,485,797,53,7,42,9,2265,1423,2120,912,231,53,372
2016-06-24,12370,2312,3868,725,344,9113,632,2090,1400,2921,101,28,420,20,534,302,713,76,14,19,14,2463,880,1938,891,91,136,287
2016-06-25,18982,4607,11169,1088,388,10555,389,5109,3290,7654,148,77,417,103,1268,833,1971,106,7,9,8,4241,2166,4860,977,173,115,282
2016-06-26,15579,3422,8110,416,202,9569,704,3688,2171,5018,135,65,576,65,932,639,1407,81,12,61,10,3812,1434,3533,950,205,301,257
2016-06-27,15217,3053,5825,786,262,11119,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,0,0,0,0,0,0,0,4226,2058,3876,430,109,1823,46,645,566,981,59,9,141,21,4665,1938,3108,1287,191,973,1044
2016-06-29,0,24484,6598,1227,514,15045,1100,0,8914,2484,226,54,90,6060,0,2238,2238,0,0,0,0,819,5030,3863,1215,311,413,47
2016-06-30,14425,2651,5557,310,87,10920,202,2570,1755,3690,132,56,343,104,411,381,693,48,7,44,0,1860,1380,2049,769,75,197,150
2016-07-01,10608,1581,3030,164,88,8446,461,1406,1140,2153,80,32,253,28,275,205,429,26,0,25,0,1464,541,1178,371,94,100,262
2016-07-02,19474,3436,8721,624,308,12618,639,4452,2536,5970,273,68,397,280,927,571,1321,130,17,25,5,3314,1523,3200,885,126,186,440
2016-07-03,16690,3285,8490,597,248,10155,485,3524,2040,4446,207,64,790,57,1049,665,1537,68,20,68,21,3195,1674,3430,897,172,85,285
2016-07-04,11793,1550,3526,508,91,9040,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,0,0,0,0,0,0,0,2490,897,1701,114,58,1286,228,298,193,366,43,7,48,27,1955,332,585,818,66,368,450
2016-07-06,17380,2618,5887,840,244,12785,242,2465,1496,3078,143,102,456,182,457,331,595,94,17,66,16,2091,1168,1829,934,74,155,267
2016-07-07,15860,2535,5399,633,162,11565,636,2248,1640,3185,152,48,367,136,413,715,963,85,3,72,5,1934,849,1359,940,67,219,198
2016-07-08,14529,2867,5023,709,257,11002,405,2294,2303,3817,151,62,526,41,462,768,1022,105,7,10,86,2280,1233,2123,835,146,193,216
2016-07-09,18363,3501,7707,700,248,12469,740,3719,2780,5589,172,61,467,210,624,499,1011,82,18,12,0,3003,1317,2801,952,123,155,289
2016-07-10,16914,2792,11099,511,257,7291,548,2813,1886,3810,158,75,478,178,586,386,745,79,18,130,0,2704,983,2283,858,99,213,234
2016-07-11,14745,2597,3939,609,411,11534,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,0,0,0,0,0,0,0,3843,2077,3299,205,96,2118,202,612,420,656,119,30,225,2,4218,1235,2294,931,147,900,1181
2016-07-13,17630,3013,5524,571,236,13794,518,2247,1680,3129,152,65,523,58,314,309,503,63,18,37,2,1709,1108,1466,825,190,139,197
2016-07-14,16238,2739,6862,375,135,11250,355,2126,1576,2951,163,70,474,44,313,322,510,89,7,26,3,1578,775,1199,733,161,133,127
2016-07-15,18804,3455,5722,831,275,14929,502,2249,2372,3742,215,64,546,54,345,733,984,53,9,31,1,1829,970,1625,587,96,222,269
2016-07-16,17807,2579,7375,279,178,11806,748,2354,1992,3640,124,81,298,203,2631,289,2836,54,8,9,13,1929,898,1648,662,146,97,274
2016-07-17,22967,4366,13197,388,367,12841,540,3205,2139,4364,223,91,594,72,3355,670,3805,74,41,69,36,3751,1596,3040,1463,257,134,453
2016-07-18,21549,3430,11213,431,438,12377,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,0,0,0,0,0,0,0,4027,1802,3473,222,49,1776,309,2835,481,3172,56,20,47,21,4322,1403,1969,1267,171,927,1391
2016-07-20,20993,3157,10474,340,64,12948,324,1959,1266,2613,123,55,373,61,2389,285,2571,60,6,23,14,1496,647,1002,582,39,201,319
2016-07-21,17971,3235,8211,547,183,11726,539,2053,1648,3081,111,65,326,118,2345,374,2578,66,15,40,20,2073,970,1737,868,45,163,230
2016-07-22,18182,3130,7436,191,106,13202,377,2008,1382,2813,136,43,357,41,2565,344,2793,86,5,14,11,1750,662,1409,631,74,154,144
2016-07-23,19783,4197,10576,330,178,12348,548,3164,2419,4796,167,70,442,108,2950,624,3415,67,10,56,26,2476,1162,2658,689,46,92,153
2016-07-24,18995,3788,9799,450,265,11938,331,3031,1861,3841,150,58,752,91,2899,299,3036,83,27,8,44,2682,1043,2348,797,140,252,188
2016-07-25,17619,3426,8802,341,283,11299,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,0,0,0,0,0,0,0,4500,2577,4296,315,129,1894,443,2699,623,3124,123,27,40,8,3938,1396,2717,1246,180,581,610
2016-07-27,2459,25279,9145,926,475,16203,989,0,7412,6681,232,44,227,228,2009,1685,3694,0,0,0,0,813,4061,2787,1279,280,514,14
2016-07-28,17361,4072,9684,446,161,10978,164,2919,3092,5308,178,58,359,108,2687,612,3198,56,18,19,8,1903,1124,2160,568,58,91,150
2016-07-29,16624,3241,8997,135,98,10546,89,2284,1750,3301,151,26,468,88,2754,483,3155,53,10,10,9,1899,865,1874,552,56,136,146
2016-07-30,20931,5178,12500,525,227,12268,589,3749,2883,5973,197,61,327,74,2932,590,3404,74,7,35,2,2963,1188,2819,558,97,205,472
2016-07-31,21685,4581,12527,274,135,12529,801,3301,2604,5064,188,97,454,102,3002,572,3421,47,18,77,11,3008,1327,2971,657,138,187,382
2016-08-01,20524,5423,13252,559,279,11197,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-02,0,0,0,0,0,0,0,4612,3072,6070,178,96,1308,32,3409,920,4185,105,4,31,4,5341,2611,4574,1003,155,955,1265
2016-08-03,20168,4591,11405,365,200,12332,457,3046,2458,4938,153,44,236,133,2541,570,3015,55,20,16,5,2402,1307,2428,612,131,229,309
2016-08-04,16174,3428,9278,472,112,9446,294,2417,2071,3884,127,94,301,82,2378,475,2777,41,5,30,0,1972,1128,2059,458,151,144,288
2016-08-05,17641,3483,8727,218,162,11782,235,2034,1752,3292,94,68,294,38,2843,575,3226,122,30,36,4,1874,765,1686,463,90,136,264
2016-08-06,22781,4420,11048,211,405,14997,540,3151,2419,4867,160,73,335,135,2823,495,3163,74,8,70,3,2241,1133,2110,794,107,157,206
2016-08-07,15964,3437,10018,285,260,8633,205,2601,2117,3864,148,108,428,170,2705,387,2960,90,9,29,4,2211,944,2204,495,113,99,244
2016-08-08,18268,3091,9145,443,188,11341,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-09,0,0,0,0,0,0,0,2855,1954,3340,180,55,1128,106,2110,528,2551,64,10,13,0,4233,1693,2667,881,285,1073,1020
2016-08-10,19446,3436,10198,303,300,11305,776,2094,2104,3540,126,75,404,53,1929,277,2121,38,17,20,10,1364,922,1241,655,126,118,146
2016-08-11,16688,3194,7088,508,195,11647,444,2229,1965,3540,134,76,423,21,2055,356,2278,63,35,13,22,1775,874,1321,948,71,208,101
2016-08-12,16950,3287,8764,362,247,10569,295,1934,1738,2964,153,79,444,32,2663,388,2902,66,20,40,23,1770,627,1123,802,139,220,113
2016-08-13,18430,4395,10843,330,219,11026,407,3345,2780,5382,201,87,391,64,2778,456,3150,65,9,8,2,2400,1117,2069,512,269,273,394
2016-08-14,19743,4985,12124,322,405,11384,493,3666,2735,5442,123,109,670,57,3085,566,3511,108,15,17,0,3129,1234,2777,935,192,231,228
2016-08-15,16997,4810,12456,355,274,8371,351,2675,2354,4559,150,42,132,146,501,337,745,58,17,2,16,2025,954,2117,617,113,85,47
2016-08-16,0,0,0,0,0,0,0,3019,1721,2897,126,104,1471,142,1923,397,2210,49,30,17,14,5699,1488,4452,1756,174,650,155
2016-08-17,18090,3429,7492,393,542,12699,393,1952,1538,2788,122,67,451,62,1913,293,2114,65,12,11,4,1443,613,915,644,153,117,227
2016-08-18,15404,4031,9152,262,354,9353,314,1984,2378,3801,93,85,304,79,2046,389,2332,56,20,20,7,1449,597,1312,322,150,105,157
2016-08-19,15610,2685,8486,211,210,9215,173,2780,1631,2682,116,66,1523,24,2692,509,3104,59,17,18,3,1608,635,1051,636,128,181,247
2016-08-20,15438,3615,7596,316,484,10288,369,3013,2434,4711,158,113,442,23,656,463,1017,59,23,18,2,2300,1103,2067,860,171,180,125
2016-08-21,14001,3139,7002,270,174,9395,299,2559,1848,3631,105,68,559,44,500,334,704,84,13,17,16,2208,788,1803,507,227,147,312
2016-08-22,12886,2049,4429,358,338,9373,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-23,0,0,0,0,0,0,0,2967,1322,2440,245,125,1399,80,390,273,530,58,16,40,19,3436,1281,2122,1308,209,622,456
2016-08-24,14688,3088,6095,245,212,11015,209,1771,1198,2276,82,87,453,71,362,261,491,71,22,31,8,2592,945,2555,490,212,126,154
2016-08-25,11998,2729,5339,221,218,8695,254,1872,1305,2426,139,126,444,42,356,284,517,79,29,5,10,1595,725,1379,454,180,102,205
2016-08-26,11648,2285,6125,202,137,7299,170,2592,1727,3472,189,93,506,59,583,539,967,54,30,65,6,2194,780,1490,701,172,276,335
2016-08-27,16992,4636,11018,533,434,9175,468,4732,3449,7479,213,88,290,111,2093,812,2665,94,23,87,36,4572,1872,4777,901,216,140,410
2016-08-28,13836,3550,9164,387,302,7112,421,3192,2283,4630,145,141,458,101,1030,615,1500,67,27,22,29,3494,1376,3275,1052,221,168,154
2016-08-29,9805,2615,6501,302,131,5355,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-30,0,0,0,0,0,0,0,3310,2235,4138,215,165,990,37,795,911,1564,61,41,14,26,3918,1796,3216,1393,232,665,208
2016-08-31,0,8449,2590,265,234,4773,587,0,3390,2931,147,51,117,144,0,705,705,0,0,0,0,281,1624,939,512,269,167,18
2016-09-01,9297,2895,5667,355,157,5830,183,2212,1935,3759,133,67,136,52,464,531,879,63,17,30,6,1800,819,1476,473,118,126,426
2016-09-02,9523,2892,5978,175,130,5890,242,1899,1802,3278,136,66,185,36,540,371,775,61,18,57,0,2184,798,1733,713,164,129,243
2016-09-03,14359,5316,11199,461,246,7281,488,4405,3123,6906,180,99,276,67,1372,835,1999,139,25,12,32,3367,1958,3883,718,175,141,408
2016-09-04,12057,3800,8614,687,393,5767,396,3252,2167,4803,216,79,212,109,1047,642,1449,119,47,35,39,4018,1718,3838,1205,212,105,376
2016-09-05,8314,2912,5399,589,502,4513,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-06,0,0,0,0,0,0,0,2838,1829,3340,242,135,851,99,546,674,1063,98,38,16,5,3753,1788,3001,1061,367,276,836
2016-09-07,9811,4828,6729,383,489,6752,286,1700,1873,3100,138,81,216,38,436,483,762,89,21,41,6,2059,1506,2444,297,242,149,433
2016-09-08,10892,3805,4863,441,429,8570,394,1607,1895,2990,83,92,311,26,338,384,586,54,42,36,4,1528,961,1655,471,190,59,114
2016-09-09,9264,4613,7631,280,250,5301,415,2375,2269,4002,92,51,475,24,390,591,895,43,32,6,5,2293,1007,1717,742,230,168,443
2016-09-10,13324,5875,11588,663,566,5980,402,4205,3550,7036,169,83,361,106,1137,986,1893,216,6,8,0,3790,2091,4259,737,157,225,503
2016-09-11,11341,4206,8856,455,296,5110,830,3476,3014,5708,235,133,371,43,1041,676,1543,71,28,43,32,3635,1955,3962,906,284,141,297
2016-09-12,7594,2750,5138,555,188,4247,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-13,0,0,0,0,0,0,0,2460,1894,3350,210,51,663,80,534,530,935,89,15,25,0,2902,1370,2719,842,66,310,335
2016-09-14,17084,5703,14572,385,138,7091,601,4145,2826,6208,278,78,311,96,1458,799,1972,92,19,118,56,4327,2356,5411,758,46,133,335
2016-09-15,0,91347,70573,895,1089,15837,2953,0,24143,19998,1164,85,409,2487,0,17980,16715,0,0,0,1265,1322,25945,22896,2901,479,859,132
2016-09-16,25924,10679,28088,347,131,7284,753,9429,6209,13412,183,49,725,1269,4966,2530,7332,109,11,9,35,7926,5214,11556,929,72,204,379
2016-09-17,17309,8943,18970,781,315,5677,509,7258,4349,9652,219,20,871,845,2671,1388,3893,93,14,35,24,5399,3225,7371,997,112,111,33
2016-09-18,11502,5322,11907,328,163,4093,333,4497,3482,7298,213,42,373,53,1718,1199,2793,63,14,24,23,4209,3080,5753,870,162,116,388
2016-09-19,10137,2680,6865,437,295,4736,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,0,0,0,0,0,0,0,4495,2687,4870,174,96,1885,157,917,891,1481,57,14,30,226,3675,3076,4565,618,227,331,1010
2016-09-21,13318,7852,11360,511,471,8376,452,3019,2232,4769,126,88,241,27,585,1130,1656,43,14,2,0,2928,1174,3293,272,159,56,322
2016-09-22,10278,7770,12294,578,320,4353,503,2887,2384,4775,131,107,203,55,618,785,1301,57,23,11,11,2387,1892,3233,579,93,87,287
2016-09-23,11012,5844,7739,606,485,7385,641,3069,3088,5475,175,89,345,73,729,1027,1639,59,27,31,0,3013,2186,3987,701,183,102,226
2016-09-24,22451,11340,22569,757,425,8760,1280,6027,5385,10517,184,83,522,106,3999,1474,5293,111,31,38,0,4623,3716,6929,564,170,215,461
2016-09-25,16601,7218,16367,532,319,5892,709,4827,3276,7396,150,69,429,59,3661,1021,4547,83,27,25,0,4526,2145,4781,1047,171,144,528
2016-09-26,14612,6463,10114,710,863,8029,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,0,0,0,0,0,0,0,3168,2247,4383,127,39,798,68,2785,431,3105,56,9,43,3,3400,1775,3208,990,235,397,345
2016-09-28,2621,25393,18251,724,481,7100,1458,0,11927,10973,410,67,268,209,2329,2912,4732,0,0,0,509,1198,20467,18006,2324,677,624,34
2016-09-29,12115,9667,14944,717,260,5307,554,3749,3926,7167,148,75,237,48,3104,765,3793,42,0,34,0,2741,2338,3895,567,149,105,363
2016-09-30,12746,8678,14645,495,140,5652,492,4119,3930,7552,149,67,257,24,3094,2092,5079,77,2,24,4,3104,3112,4526,680,125,166,719
2016-10-01,24501,14594,26591,774,323,10047,1360,6590,4949,10825,255,75,318,66,4136,1530,5510,81,10,50,15,5940,3349,7543,822,146,287,491
2016-10-02,19752,3724,11130,289,179,10861,1017,4200,2948,6596,165,47,297,43,3108,501,3513,69,3,20,4,4009,1411,4145,446,91,256,482
2016-10-03,27592,11187,25672,656,294,11342,815,6307,4806,10739,130,48,146,50,1941,1089,2924,82,6,15,3,5610,2891,7134,804,83,226,254
2016-10-04,0,0,0,0,0,0,0,3432,1857,3078,322,60,1689,140,2827,1342,3985,82,6,76,20,5584,4621,6493,1876,147,644,1045
2016-10-05,20322,8034,15536,446,97,11800,477,1743,1706,2941,172,42,203,91,2681,1006,3551,78,2,56,0,3504,1986,3324,1199,97,361,509
2016-10-06,14517,10585,16829,395,129,7069,680,1700,1786,2927,146,52,272,89,2842,1721,4468,78,1,11,5,3338,3666,5139,904,134,363,464
2016-10-07,12745,8345,15140,253,42,5395,260,1708,1809,2899,185,41,289,103,2946,1782,4637,71,7,11,2,3493,1871,3372,828,119,205,840
2016-10-08,16722,13350,23295,377,267,5237,896,3886,3005,6086,239,69,415,82,3718,1170,4819,57,5,7,0,5774,3392,7051,1017,173,301,624
2016-10-09,17763,10220,21952,781,518,3801,931,3502,2240,4890,229,56,493,74,4196,1207,5248,111,13,17,14,6471,3032,6789,1489,390,245,590
2016-10-10,14833,7964,12644,1189,563,7437,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-11,0,0,0,0,0,0,0,3130,2959,4282,513,81,1111,102,2658,1804,4214,87,68,78,15,5857,5554,8246,1836,418,504,407
2016-10-12,2575,25572,15590,1104,365,8864,2224,0,5480,4500,303,87,219,371,1549,3043,4181,0,0,0,411,1479,7617,6616,1545,433,366,136
2016-10-13,12730,13407,18758,646,273,5769,691,2117,2135,3473,124,55,509,91,2452,2221,4548,61,5,46,13,3945,3611,5908,1131,128,100,289
2016-10-14,15785,14114,21701,474,644,6147,933,2229,2711,4244,182,53,406,55,3213,1821,4878,92,12,30,22,4138,3407,5854,921,284,142,344
2016-10-15,20665,13631,26100,954,490,6279,473,4656,3076,6685,241,157,494,155,4124,1344,5351,91,8,9,9,6533,3560,8062,1354,179,121,377
2016-10-16,15699,6043,15657,346,355,4136,1248,2512,1420,3101,162,39,514,116,3426,753,4032,96,14,25,12,4557,2048,4862,1086,223,169,265
2016-10-17,13489,7237,14576,768,383,4410,589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-18,0,0,0,0,0,0,0,3932,2412,4133,257,108,1467,379,2752,1970,4602,41,12,58,9,5785,4557,6773,1530,444,678,917
2016-10-19,16573,12198,19915,376,272,7179,1029,2815,2023,3856,213,67,574,128,2312,1038,3235,44,33,18,20,4684,3127,5537,1413,186,122,553
2016-10-20,14514,13597,20940,433,147,5904,687,2711,1798,3483,147,67,700,112,2497,1030,3408,47,3,62,7,5114,3029,5668,1330,131,311,703
2016-10-21,16574,18268,26133,306,354,6974,1075,2824,2851,4927,148,34,504,62,3504,2988,6387,61,2,36,6,5712,4130,6855,1242,205,229,1311
2016-10-22,25654,17075,30494,519,225,10418,1073,6463,4086,9550,187,72,447,293,4927,1592,6454,31,6,25,3,8350,4974,10489,1823,373,198,441
2016-10-23,16709,7110,16116,655,288,6189,571,3185,1940,3993,138,72,639,283,3578,779,4171,74,11,79,22,6108,2668,6333,1493,235,239,476
2016-10-24,14746,7578,15730,744,365,4583,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-25,0,0,0,0,0,0,0,3528,1752,3150,283,104,1439,304,2372,1097,3170,112,17,129,41,5720,4661,6752,2159,232,436,802
2016-10-26,2757,29344,18869,1195,810,7688,3539,0,10265,8675,454,123,325,688,1644,4679,5516,0,0,0,807,2585,10399,9084,2471,692,579,158
2016-10-27,15258,13025,20010,746,203,6353,971,4006,2213,5324,235,88,463,109,3358,1398,4498,116,29,61,52,6012,3937,7510,1602,113,278,446
2016-10-28,14440,12912,20681,670,396,4450,1155,4834,5290,8847,334,125,756,62,3656,1844,5182,192,20,65,41,6310,2883,6151,1656,174,333,879
2016-10-29,18594,8586,19888,679,224,5336,1053,7259,5249,10867,420,156,861,204,2934,1754,4310,219,34,112,13,8778,4385,10750,1569,204,172,468
2016-10-30,17873,6850,16727,433,200,6413,950,5671,2714,6800,365,110,917,193,3593,1372,4559,210,35,127,34,8962,4174,10181,1862,301,247,545
2016-10-31,9220,2631,6199,358,243,3796,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-01,0,0,0,0,0,0,0,3428,1183,2329,265,128,1736,153,1219,1319,2229,192,18,45,54,6553,3215,6307,1900,183,431,947
2016-11-02,9763,4760,8265,597,231,5099,331,1833,938,1986,225,93,395,72,924,677,1374,141,14,44,28,7540,2172,7020,1670,206,298,518
2016-11-03,9278,5025,9157,802,246,3534,564,2772,1727,3476,208,111,651,53,1199,1138,2133,130,19,46,9,5970,3232,7068,1364,165,171,434
2016-11-04,9764,4826,8485,577,298,4349,881,2785,1964,3843,253,106,432,115,1443,1212,2425,89,45,57,39,5727,4066,7731,997,187,176,702
2016-11-05,15099,7569,15936,774,364,5079,515,6081,3528,8231,437,129,670,142,3354,1617,4593,232,23,101,22,8821,4904,11150,1252,199,251,873
2016-11-06,14245,5990,13344,569,299,4939,1084,5565,2909,7119,325,134,802,94,4049,1760,5378,250,36,116,29,8568,5051,10687,1948,205,156,623
2016-11-07,9399,3654,6625,848,509,4616,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-08,0,0,0,0,0,0,0,3715,2241,4133,163,188,1276,196,1504,1387,2575,138,25,114,39,7548,2766,6604,2108,361,495,746
2016-11-09,10121,4012,7641,457,291,5124,620,2459,1538,3411,76,79,325,106,1270,973,1952,64,15,138,74,5011,2092,4736,1386,231,219,531
2016-11-10,8665,3754,7684,201,133,3552,849,2483,1463,3227,124,44,532,19,1000,742,1593,47,16,32,54,4380,2323,5007,654,154,190,698
2016-11-11,11343,4345,7148,567,495,6475,1003,3597,2299,4646,308,94,538,310,1762,1059,2586,87,30,98,20,6164,2750,6901,1063,226,355,369
2016-11-12,8274,3441,7312,548,166,3089,600,3494,2435,5446,154,59,141,129,3117,1441,4182,182,41,56,97,7875,3346,9359,1065,185,112,500
2016-11-13,14038,5125,11508,512,340,5352,1451,6007,2682,7648,197,95,551,198,3452,1405,4550,90,39,94,84,7877,3993,9211,1548,217,418,476
2016-11-14,8540,1892,4439,532,282,4787,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,0,0,0,0,0,0,0,3436,1717,3618,132,85,1142,176,1337,1120,2278,92,22,57,8,7189,3480,6779,1927,233,507,1223
2016-11-16,12377,3577,8870,338,156,5523,1067,2578,1806,3721,143,91,292,137,1304,913,2140,30,7,39,1,3686,1966,4410,463,129,233,417
2016-11-17,9114,4396,7249,456,348,4617,840,2823,1833,3858,123,54,572,49,1376,1210,2436,86,19,41,4,4049,2142,4782,945,77,257,130
2016-11-18,9420,3417,7122,275,176,4948,316,3103,1616,3908,187,69,428,127,1223,819,1791,99,35,85,32,3627,1879,4062,633,150,169,492
2016-11-19,8477,2665,6751,256,164,3440,531,4026,2811,6400,150,38,219,30,2414,1356,3664,41,5,36,24,4661,2934,5989,541,135,161,769
2016-11-20,13640,5321,14053,407,373,3255,873,5001,2484,6576,174,80,446,209,3252,1441,4399,169,31,76,18,5586,2930,6843,584,201,114,774
2016-11-21,8961,2643,4775,650,465,5043,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-22,0,0,0,0,0,0,0,2363,1147,2154,96,109,1046,105,715,718,1257,133,21,21,1,4274,1265,3092,709,241,296,1201
2016-11-23,9700,2783,6682,474,260,4385,682,1460,795,1657,60,63,400,75,404,255,585,36,16,22,0,2262,962,2127,426,145,143,383
2016-11-24,7264,1745,4977,356,284,2964,428,1332,784,1540,81,32,417,46,339,269,479,99,12,18,0,2323,644,1325,666,178,130,668
2016-11-25,8437,2538,4857,504,192,4732,690,1424,1098,1874,134,54,358,102,497,374,721,118,13,15,4,2867,1260,2326,651,196,174,780
2016-11-26,3944,1034,2445,186,297,1675,375,1303,1170,2199,81,13,141,39,588,526,1042,47,3,22,0,2510,1411,2770,319,171,145,516
2016-11-27,10540,2734,7595,232,90,4509,848,2334,1529,3093,137,70,394,169,789,458,1132,45,17,51,2,3466,1103,2825,581,136,276,751
2016-11-28,8163,2324,5523,394,244,3985,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-29,0,0,0,0,0,0,0,2265,1239,1942,115,63,1232,152,503,609,1015,42,18,29,8,3208,1176,1886,886,207,364,1041
2016-11-30,0,14928,6508,581,559,5274,2006,0,3681,2987,140,47,146,361,0,2095,1813,0,0,0,282,499,4038,2484,1338,263,443,9
2016-12-01,6053,3380,5857,618,199,2366,393,1184,824,1405,39,32,506,26,267,647,867,18,0,10,19,1648,1417,1868,551,69,229,348
2016-12-02,7474,2837,4751,536,204,4314,506,1027,1443,2088,40,27,275,40,481,361,671,108,5,50,8,1841,1290,1861,438,119,226,487
2016-12-03,4820,1352,3191,183,226,2232,340,1651,1371,2613,115,42,201,51,721,512,1145,37,11,32,8,2657,1757,3228,543,116,214,313
2016-12-04,9665,2833,7654,549,419,3223,653,2115,1437,2840,102,55,413,142,684,404,1005,39,4,11,29,3420,1491,2788,940,300,171,712
2016-12-05,6919,5616,7695,618,343,3442,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-06,0,0,0,0,0,0,0,2185,1861,2396,62,108,1221,259,282,553,736,38,10,44,7,2435,782,1410,869,221,256,461
2016-12-07,6987,2280,4585,488,126,3346,722,1007,900,1397,69,23,403,15,204,509,661,29,8,5,10,1239,774,1047,310,57,163,436
2016-12-08,7180,3633,5397,606,265,3249,1296,1010,2003,2492,80,34,357,50,281,766,664,45,4,15,319,1962,964,1464,819,179,225,239
2016-12-09,7267,2997,5704,638,132,2503,1287,975,1593,2055,76,21,380,36,270,559,724,26,11,38,30,1728,1868,2452,714,66,121,243
2016-12-10,4342,1310,2827,360,129,1608,728,1715,1195,2370,108,16,357,59,645,439,988,55,17,13,11,2620,930,2294,819,118,47,272
2016-12-11,11144,2554,7508,915,121,4128,1026,1777,988,2062,98,21,564,20,611,333,842,49,19,15,19,2810,922,2117,1086,107,388,34
2016-12-12,7471,3038,5085,549,160,3959,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-13,0,0,0,0,0,0,0,1611,1837,2358,107,42,793,148,360,414,651,28,16,72,7,2741,1967,2803,1313,124,87,381
2016-12-14,7549,4536,6303,477,153,4290,862,795,817,1133,77,39,299,64,263,390,567,24,5,30,27,1397,893,1376,649,79,26,160
2016-12-15,6175,3418,5777,419,91,3179,127,1070,1376,1741,70,23,459,153,175,601,715,37,5,8,11,1624,756,1376,774,24,64,142
2016-12-16,7482,2711,3967,622,113,4314,1177,987,1065,1406,55,73,401,117,186,362,505,19,8,11,5,1314,1658,2223,324,98,68,259
2016-12-17,6156,2121,4555,553,203,2354,612,2015,1624,2747,208,78,381,225,603,579,1047,38,10,82,5,2278,1155,2330,577,111,94,321
2016-12-18,10694,2970,7817,750,219,3849,1029,2323,1435,2722,201,72,532,231,589,374,853,43,12,35,20,2931,972,2209,799,64,214,617
2016-12-19,8071,2662,6394,701,223,2659,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
