ÀÏÀÚ,°æº¹±Ã(À¯·á),°æº¹±Ã(¹«·á),°æº¹±Ã(³»±¹ÀÎ),°æº¹±Ã(¿µ¾î±Ç),°æº¹±Ã(ÀÏº»¾î±Ç),°æº¹±Ã(Áß±¹¾î±Ç),°æº¹±Ã(±âÅ¸¿Ü±¹ÀÎ),´ö¼ö±Ã(À¯·á),´ö¼ö±Ã(¹«·á),´ö¼ö±Ã(³»±¹ÀÎ),´ö¼ö±Ã(¿µ¾î±Ç),´ö¼ö±Ã(ÀÏº»¾î±Ç),´ö¼ö±Ã(Áß±¹¾î±Ç),´ö¼ö±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢°æ±Ã(À¯·á),Ã¢°æ±Ã(¹«·á),Ã¢°æ±Ã(³»±¹ÀÎ),Ã¢°æ±Ã(¿µ¾î±Ç),Ã¢°æ±Ã(ÀÏº»¾î±Ç),Ã¢°æ±Ã(Áß±¹¾î±Ç),Ã¢°æ±Ã(±âÅ¸¿Ü±¹ÀÎ),Ã¢´ö±Ã(À¯·á),Ã¢´ö±Ã(¹«·á),Ã¢´ö±Ã(³»±¹ÀÎ),Ã¢´ö±Ã(¿µ¾î±Ç),Ã¢´ö±Ã(ÀÏº»¾î±Ç),Ã¢´ö±Ã(Áß±¹¾î±Ç),Ã¢´ö±Ã(±âÅ¸¿Ü±¹ÀÎ)
2018-06-23,13811,6963,17132,787,102,474,2279,3225,4174,6307,385,143,301,263,3935,1086,4870,121,11,17,2,3658,1496,3255,1548,112,79,160
2018-06-24,11518,4108,11764,766,278,1131,1687,2336,2396,3602,372,140,151,467,1608,536,1936,135,17,22,34,2770,1218,2585,1174,80,28,121
2018-06-25,8476,3564,7725,1859,247,376,1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-26,0,254,247,0,0,0,7,852,683,882,108,49,75,421,513,182,569,42,8,74,2,1140,431,715,636,17,11,192
2018-06-27,1906,11793,8148,381,361,704,4105,0,6102,4731,444,112,154,661,235,2513,2184,0,0,0,564,875,4111,2676,1519,402,348,41
2018-06-28,9697,4605,12053,510,133,602,1004,1268,1449,2027,287,99,195,109,724,450,952,104,7,61,50,1718,826,1442,905,46,49,102
2018-06-29,9758,4071,10726,890,127,606,1480,1357,1733,2317,314,100,116,243,1347,514,1650,123,11,59,18,2285,787,1728,1116,21,39,168
2018-06-30,11446,3629,11452,872,245,1390,1116,2010,2045,3218,393,31,185,228,2761,515,3102,108,26,34,6,2574,1080,2474,900,154,71,55
2018-07-01,3745,1463,3250,864,118,324,652,717,752,1027,153,59,136,94,263,99,268,53,12,21,8,882,264,599,473,25,19,30
2018-07-02,4777,1880,3840,790,99,484,1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-03,0,222,218,0,0,0,4,1614,1611,1992,381,129,267,456,598,375,703,183,18,46,23,2944,1397,2132,1322,80,84,723
2018-07-04,7400,3402,8097,563,42,753,1347,1303,1200,1700,283,89,168,263,478,405,647,109,17,91,19,1930,727,1157,1237,53,59,151
2018-07-05,6083,3976,7091,680,123,669,1496,1196,1461,1921,305,64,81,286,400,255,478,92,6,66,13,1694,701,1227,1017,21,35,95
2018-07-06,7185,3610,7080,1562,195,1174,784,1668,3025,3763,308,125,105,392,578,434,805,135,16,34,22,2427,1033,1575,1538,155,52,140
2018-07-07,10626,4752,11554,914,176,643,2091,2922,3135,4970,497,183,195,212,1252,774,1750,218,12,39,7,3426,1603,3003,1602,133,80,211
2018-07-08,9451,4465,10273,825,330,1351,1137,2653,2936,4303,422,199,218,447,1253,642,1572,149,48,111,15,3272,1260,2803,1357,110,62,200
2018-07-09,4582,1681,3825,533,260,503,1142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-10,0,502,501,0,0,0,1,1626,1880,2244,376,147,357,382,633,430,788,165,25,20,65,2397,1147,1693,1129,247,105,370
2018-07-11,7910,3943,7688,521,183,1066,2395,1222,1775,2264,278,126,142,187,463,280,539,86,21,67,30,1601,724,1201,752,82,26,264
2018-07-12,9679,4482,10836,1214,161,470,1480,1422,1421,2025,298,78,207,235,435,471,724,144,9,26,3,1617,741,1030,921,121,64,222
2018-07-13,5846,3605,6549,860,111,1177,754,1383,1900,2499,229,111,51,393,394,307,532,122,13,34,0,1672,696,1238,914,82,44,90
2018-07-14,8255,4701,9167,1384,222,1046,1137,2103,3683,5069,347,109,69,192,719,531,1005,195,11,39,0,2797,1296,2040,1492,205,32,324
2018-07-15,9398,3813,9950,1181,352,893,835,1808,1885,2566,291,182,285,369,453,343,645,125,10,7,9,2248,902,1598,1127,226,35,164
2018-07-16,7346,2731,6823,965,231,937,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,0,138,136,0,0,0,2,1556,2071,2416,344,114,300,453,553,274,451,270,27,70,9,2444,1114,1222,1559,202,148,427
2018-07-18,6804,3121,6733,1037,71,944,1140,1267,946,1556,213,53,297,94,401,253,401,135,19,88,11,1382,502,737,936,65,47,99
2018-07-19,6213,3170,6259,747,116,671,1590,1239,1048,1582,258,51,179,217,223,165,260,83,7,13,25,1029,645,652,838,46,91,47
2018-07-20,5269,2848,5795,521,82,754,965,1102,1261,1749,201,67,52,294,260,141,236,89,5,49,22,1117,463,568,785,75,29,123
2018-07-21,7282,2704,7187,814,124,575,1286,1847,2094,3101,247,58,364,171,452,180,418,99,14,71,30,1809,724,1151,1012,103,51,216
2018-07-22,8866,2780,9327,412,98,835,974,1327,1112,1654,295,65,193,232,1074,211,1147,103,11,6,18,1516,528,837,830,144,25,208
2018-07-23,7107,2049,6206,734,102,1337,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-24,0,253,243,0,0,0,10,1198,1151,1510,212,113,142,372,789,203,807,88,31,39,27,1847,804,1051,841,138,122,499
2018-07-25,2036,9883,7199,451,290,824,3155,0,2978,2015,279,73,562,49,325,988,1029,0,0,0,284,353,1861,689,989,361,149,26
2018-07-26,6946,2577,7145,499,76,1038,765,1088,1418,1858,210,79,194,165,594,177,620,95,16,24,16,1156,450,634,634,123,31,184
2018-07-27,7187,2620,7493,318,199,1009,788,855,1047,1429,171,75,91,136,848,268,969,116,4,25,2,1343,450,755,608,150,84,196
2018-07-28,9748,3236,9924,621,135,1608,696,1628,1604,2463,232,81,74,382,2326,313,2536,84,3,12,4,1527,707,1121,703,77,47,286
2018-07-29,10460,3439,10134,648,181,1044,1892,2009,1852,2665,305,158,104,629,1203,333,1341,136,13,39,7,2085,711,1449,1025,71,63,188
2018-07-30,9575,3085,9864,607,190,943,1056,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-31,0,197,195,0,0,0,2,2217,1403,2493,359,112,232,424,1316,318,1446,138,7,36,7,2646,1037,1829,1366,125,34,329
2018-08-01,8923,2827,9257,571,200,669,1053,1147,1277,1930,192,32,101,169,919,170,971,102,3,13,0,1176,471,828,612,88,48,71
2018-08-02,9476,2537,9591,626,165,578,1053,1349,1326,2134,211,61,77,192,1068,186,1154,76,7,11,6,1253,535,846,769,82,22,69
2018-08-03,9223,2804,9201,1139,216,767,704,1294,1333,2055,226,83,53,210,1445,284,1598,86,13,24,8,1488,700,988,753,245,33,169
2018-08-04,10738,3273,11034,880,252,873,972,1863,1858,3013,273,118,85,232,2549,319,2769,69,11,15,4,1944,634,1200,964,163,56,195
2018-08-05,5653,2494,6152,454,85,430,1026,1500,1704,2380,240,144,174,266,357,256,423,137,2,44,7,1583,783,1129,881,144,64,148
2018-08-06,5375,2565,5085,582,139,858,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-07,0,168,155,0,0,0,13,1936,1582,2379,317,133,259,430,449,386,657,153,7,15,3,2473,1279,1743,1253,206,133,417
2018-08-08,6426,2550,5969,408,115,1167,1317,1219,1404,1925,209,70,187,232,290,231,403,109,3,4,2,1362,680,868,959,111,35,69
2018-08-09,5377,2997,6179,309,212,448,1226,1361,1455,2113,248,113,73,269,294,185,314,65,18,29,53,1395,772,941,967,119,40,100
2018-08-10,5608,2725,5797,481,202,1151,702,1166,1475,2111,212,83,104,131,363,337,587,71,10,22,10,1624,802,1030,904,147,58,287
2018-08-11,8298,2907,8780,143,124,1006,1152,2098,2201,3515,243,130,211,200,490,344,682,118,5,22,7,2075,960,1489,1092,175,109,170
2018-08-12,7175,3269,8208,519,371,505,841,1691,2093,2883,276,242,173,210,564,365,724,73,25,62,45,2187,984,1529,1159,279,86,118
2018-08-13,7269,2493,6535,944,546,514,1223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-14,0,17,14,0,0,0,3,2157,1614,2292,384,303,436,356,546,303,520,148,52,72,57,3233,1605,2235,1848,415,192,148
2018-08-15,7466,3636,7436,1010,421,1072,1163,916,2327,2808,124,165,74,72,395,266,501,78,42,12,28,2041,805,1377,1089,183,78,119
2018-08-16,6016,2937,6223,565,307,551,1307,1316,1241,1697,242,171,120,327,295,223,360,83,13,37,25,1444,664,953,907,116,57,75
2018-08-17,6888,2827,7731,1131,33,426,394,1870,1887,3024,222,178,149,184,506,308,583,152,18,7,54,1788,655,920,1081,224,52,166
2018-08-18,9682,4363,10080,1261,246,694,1764,2733,3236,5067,297,228,122,255,997,600,1373,127,25,4,68,3019,1396,2533,1268,178,181,255
2018-08-19,8387,3698,8965,681,289,1525,625,2245,2898,4157,352,209,198,227,785,459,1013,125,29,10,67,2452,1164,2183,917,229,131,156
2018-08-20,6708,2980,7407,362,194,1118,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-21,0,10,8,0,0,0,2,2049,1496,2297,374,211,335,328,623,393,741,171,33,41,30,2916,1180,2098,1343,205,85,365
2018-08-22,7100,2402,6639,601,149,1538,575,1550,1305,1850,324,105,59,517,404,242,402,111,16,113,4,1738,746,944,980,157,45,358
2018-08-23,5685,1850,4827,274,93,663,1678,874,1069,1162,244,150,143,244,442,189,304,101,30,172,24,984,340,570,411,190,42,111
2018-08-24,4442,1481,3882,333,136,1110,462,1034,907,1069,300,132,150,290,409,188,374,96,18,94,15,687,302,543,311,53,19,63
2018-08-25,11212,5238,13164,316,157,1802,1011,3019,3764,5692,456,202,177,256,1112,602,1432,154,56,31,41,3226,1403,2739,1381,184,114,211
2018-08-26,8340,3332,8745,304,347,792,1484,2476,2407,3791,293,178,165,456,929,448,1073,185,31,51,37,2788,1063,2160,1231,150,81,229
2018-08-27,5695,1770,4445,730,219,1306,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-08-28,0,117,117,0,0,0,0,1047,956,1128,237,235,119,284,257,249,414,52,8,13,19,1943,703,955,1104,213,171,203
2018-08-29,0,7510,2979,452,187,1265,2627,0,3885,1912,326,181,1347,119,0,1531,1133,0,0,0,398,406,2349,1399,633,491,203,29
2018-08-30,5778,2932,7000,500,216,391,603,1124,1441,2020,223,102,76,144,415,345,612,93,13,10,32,1625,745,1245,831,110,56,128
2018-08-31,6378,3225,7325,647,246,491,894,1563,2011,2893,326,119,70,166,558,373,659,160,4,93,15,1699,816,1424,750,92,41,208
2018-09-01,9063,5286,11008,825,100,1909,507,2878,3006,5116,356,136,78,198,1300,694,1708,184,15,29,58,3210,1430,2946,1234,133,61,266
2018-09-02,8130,3768,9948,365,121,486,978,2538,2628,4245,476,144,106,195,1141,707,1661,104,16,8,59,3126,1554,2967,1302,121,44,246
2018-09-03,4602,2695,4443,455,248,900,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-04,0,262,260,0,0,0,2,1962,1780,2626,436,167,245,268,834,570,1107,202,22,29,44,3178,2439,2818,2263,219,38,279
2018-09-05,5809,6600,10955,540,105,450,359,1616,1938,2775,300,113,92,274,640,688,1159,116,31,18,4,1771,1223,1645,1021,164,12,152
2018-09-06,5364,4680,8079,204,93,819,849,2016,2037,3208,284,153,250,158,502,616,958,108,27,2,23,2021,1518,1645,1503,135,55,201
2018-09-07,5945,3914,7107,471,265,608,1408,2143,2666,3977,295,229,158,150,683,555,1096,93,26,21,2,2106,1257,1813,1147,107,29,267
2018-09-08,10571,7190,14570,1085,130,802,1174,4455,5445,8784,459,243,141,273,1548,990,2298,156,29,55,0,3779,2060,4005,1263,158,55,358
2018-09-09,9481,4808,12790,584,91,394,430,3737,3401,5870,432,169,257,410,1531,924,2208,103,23,45,76,3581,1701,3553,1382,123,53,171
2018-09-10,5831,4157,8177,633,229,513,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-11,0,401,391,0,0,0,10,2360,2953,4006,460,147,366,334,835,1234,1805,131,35,51,47,3388,2575,3372,2077,133,98,283
2018-09-12,5998,7230,10510,554,205,1117,842,1906,2455,3492,320,128,90,331,701,563,1045,121,13,39,46,2325,1276,2299,771,78,47,406
2018-09-13,6355,7492,11187,651,113,615,1281,1685,2440,3341,264,114,116,290,599,773,1208,69,9,4,82,2263,1500,2000,1476,72,36,179
2018-09-14,6155,5388,9523,456,120,810,634,1642,2339,3076,310,131,162,302,678,963,1456,87,21,34,43,2488,1447,1962,1434,163,60,316
2018-09-15,10612,7056,13110,1170,285,1064,2039,3478,4033,6434,378,206,126,367,1243,1017,1990,137,42,39,52,3714,2241,4359,1264,123,68,141
2018-09-16,11462,4586,13566,652,114,683,1033,1942,2131,3236,287,171,65,314,3683,954,4444,76,40,25,52,3146,1417,2524,1638,207,54,140
2018-09-17,9779,6561,14014,564,134,823,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-18,0,403,378,0,0,0,25,2212,3522,4615,287,219,178,435,2210,1736,3724,121,46,16,39,3194,3831,3105,2998,339,151,432
2018-09-19,9350,8977,15438,1004,84,1363,438,1366,2029,2801,185,92,74,243,2154,1438,3398,89,20,72,13,1705,1799,2032,1181,99,40,152
2018-09-20,6530,7216,12259,650,42,231,564,875,1945,2349,147,80,88,156,1735,437,2080,49,5,30,8,1338,677,1153,733,45,14,70
2018-09-21,6232,3685,8848,138,12,562,357,1034,2172,2752,227,58,26,143,2787,633,3341,65,1,4,9,1021,1177,813,1146,58,50,131
2018-09-22,3624,26361,19043,1516,839,2604,5983,0,8952,7377,598,85,547,345,2826,5147,7281,0,0,0,692,1088,8053,6086,1677,475,182,721
2018-09-23,3775,30155,26781,1663,1154,743,3589,0,15085,13204,724,250,253,654,2874,7507,9317,0,0,0,1064,1226,11359,9374,1912,658,597,44
2018-09-24,3903,91610,73518,6326,3122,2816,9731,0,24912,23636,504,31,303,438,2655,18702,19995,0,0,0,1362,1128,31145,27690,1465,352,314,2452
2018-09-25,3879,99689,91667,2823,1075,1474,6529,0,28964,27103,610,164,515,572,2834,20554,22345,0,0,0,1043,1139,44689,39454,3461,1362,1199,352
2018-09-26,3525,74116,65583,1800,687,2499,7072,0,18339,17320,476,127,201,215,1894,12874,14274,0,0,0,494,1076,23633,22655,1441,313,291,9
2018-09-27,7604,3522,10037,84,22,477,506,1760,1915,3156,199,77,126,117,2390,906,3216,56,12,3,9,1984,956,1766,976,47,16,135
2018-09-28,8394,5075,11676,632,69,630,462,1763,2556,3739,296,95,97,92,3388,1607,4877,74,5,10,29,2165,1750,2741,946,80,37,111
2018-09-29,13653,7865,19268,530,146,740,834,4939,5451,9636,302,154,138,160,4782,1623,6095,241,7,32,30,4406,2595,5558,996,95,93,259
2018-09-30,10167,6101,14199,379,115,704,871,3387,3819,6203,421,164,57,361,1864,1257,2816,212,13,46,34,4213,2046,4325,1496,165,86,187
2018-10-01,6552,4305,8464,336,200,833,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-02,0,424,411,0,0,0,13,3665,2842,4761,413,380,554,399,1122,1001,1834,138,10,82,59,4066,2705,3351,2313,187,282,638
2018-10-03,16159,8954,20480,370,127,2482,1654,5335,5642,10163,406,123,102,183,2650,1638,4061,113,13,57,44,5710,3492,6842,1659,249,148,304
2018-10-04,8964,6583,12567,271,206,2167,336,2302,2529,4031,347,79,230,144,826,1001,1601,132,8,58,28,2776,2728,2693,2307,134,220,150
2018-10-05,4277,3717,6380,237,75,641,661,1055,1401,1904,132,47,238,135,266,256,383,57,12,68,2,1362,669,948,800,67,67,149
2018-10-06,6984,2833,8126,288,71,887,445,2803,2763,4597,375,168,190,236,842,406,1104,69,25,23,27,2814,1122,2450,1061,203,43,179
2018-10-07,14635,8605,19202,642,419,1260,1717,5034,4901,8520,418,272,196,529,2862,1521,4065,223,32,27,36,5964,3222,6442,1868,267,114,495
2018-10-08,10381,8862,15769,664,442,994,1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-09,9747,9894,18479,136,113,303,610,6487,6696,11444,510,193,429,607,2840,1825,4349,204,26,30,56,6048,3791,7628,1683,199,146,183
2018-10-10,5569,8472,11924,251,134,1094,638,2063,2585,3808,252,65,250,273,608,600,1022,85,12,35,54,2462,1891,2302,1739,99,67,146
2018-10-11,6335,11422,15321,402,172,420,1442,1761,3346,4342,250,117,237,161,710,1005,1499,162,20,10,24,2789,2028,2840,1569,80,94,234
2018-10-12,8009,8510,12689,407,239,1640,1544,2773,4629,6183,448,159,278,334,1057,1928,2729,158,22,48,28,3318,2755,3528,2130,119,41,255
2018-10-13,13751,12570,22723,665,358,1435,1140,6579,7786,12821,534,215,240,555,2387,1486,3593,199,32,6,43,6266,3887,8091,1457,241,56,308
2018-10-14,12960,7746,18094,692,246,341,1333,5184,5285,8836,459,230,441,503,2239,1260,3142,208,32,49,68,5164,3155,5997,1828,145,85,264
2018-10-15,8796,7122,11497,771,689,1705,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,0,177,159,0,0,0,18,3169,2999,4251,413,172,172,1160,1228,2491,3329,246,22,22,100,6725,5542,7206,2871,472,94,1624
2018-10-17,10113,13405,19662,443,145,2194,1074,2526,2578,3782,386,184,213,539,981,1416,2031,122,14,82,148,4929,3154,4913,2428,144,114,484
2018-10-18,8080,11048,16209,185,174,1133,1427,2969,3070,4786,228,207,352,466,1002,1938,2761,44,26,43,66,4134,3084,4119,2527,231,94,247
2018-10-19,9318,12257,17503,265,306,1045,2456,3490,4120,6254,380,212,378,386,1476,3531,4730,171,18,46,42,5995,4526,6674,3202,217,110,318
2018-10-20,17073,12025,23206,1077,420,2292,2103,7384,7720,13372,519,247,266,700,4569,1994,6124,255,19,84,81,9806,5412,12031,2438,172,125,452
2018-10-21,17916,8007,20262,1330,239,1494,2598,6431,6643,10858,563,233,223,1197,4987,2172,6700,317,40,25,77,9213,4649,10277,2657,260,176,492
2018-10-22,11327,8315,14238,1624,505,959,2316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-23,0,241,226,0,0,0,15,3620,2894,4101,555,218,324,1316,1650,1404,2651,191,21,85,106,6143,4549,5188,4033,222,238,1011
2018-10-24,13179,11572,19291,1265,370,1882,1943,3903,3865,5809,596,304,344,715,2417,1520,3529,193,33,96,86,7113,3204,6435,3098,182,150,452
2018-10-25,12694,10948,18295,315,180,1399,3453,4358,4510,7171,435,260,322,680,2415,2180,4282,176,47,36,54,6878,3660,7046,2833,145,95,419
2018-10-26,9570,6356,13593,470,192,501,1170,2474,2358,3638,418,178,171,427,1453,1171,2471,78,18,19,38,4189,1984,3656,1927,252,55,283
2018-10-27,20827,11000,25277,1308,301,1978,2963,7515,7055,12865,657,247,243,558,7690,2387,9486,270,54,77,190,11313,5730,12867,3197,241,267,471
2018-10-28,14641,5403,15266,605,285,959,2929,4775,3702,6724,591,172,430,560,4042,1315,5013,217,22,29,76,8493,2678,7752,2780,162,143,334
2018-10-29,12986,7848,15097,1318,333,941,3145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-30,0,533,518,0,0,0,15,4754,3559,5418,505,298,262,1830,2861,1590,3909,261,91,118,72,8453,4321,7583,3988,257,168,778
2018-10-31,2582,19362,13780,829,405,2766,4164,0,10293,9056,606,198,148,285,294,7901,7428,0,0,0,767,2561,15006,13644,2394,637,851,41
2018-11-01,11063,8300,15081,591,111,1616,1964,3656,3944,5983,529,179,276,633,2391,1242,3313,236,27,34,23,6303,3299,6373,2453,135,139,502
2018-11-02,13371,8522,17581,593,226,1456,2037,4530,4608,7211,788,256,290,593,3249,2480,5320,232,37,73,67,7277,3676,7317,2772,109,159,596
2018-11-03,19430,9152,23061,534,271,1823,2893,7633,8923,14716,556,234,302,748,8521,2815,10773,359,32,116,56,11800,5272,12808,3333,197,234,500
2018-11-04,12896,6728,16764,494,209,844,1313,6300,5934,10319,583,279,320,733,6535,2432,8393,303,46,98,127,10995,5142,12137,3167,134,176,523
2018-11-05,10103,6350,11745,1164,246,692,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-06,0,550,541,0,0,0,9,4544,3276,4958,537,286,1003,1036,2089,1807,3537,197,38,35,89,7710,3429,6664,3177,249,179,870
2018-11-07,11178,6124,12795,954,235,1222,2096,2822,2119,3527,356,202,509,347,1271,860,1886,84,23,63,75,4755,1730,3835,2007,127,193,323
2018-11-08,3775,3042,5251,60,112,582,812,1414,1141,1723,125,53,215,439,543,467,944,38,4,7,17,2785,1167,2399,1087,55,93,318
2018-11-09,9138,6340,11751,498,108,840,2281,4046,3571,5994,450,220,173,780,1887,1412,2892,233,43,42,89,6285,2765,5675,2573,181,230,391
2018-11-10,12936,8117,15712,1315,284,1597,2145,6311,6910,11625,591,260,390,355,3724,1934,5282,161,37,60,118,8580,4397,9174,2836,250,302,415
2018-11-11,10930,5774,13882,747,161,848,1066,4561,4261,6997,454,235,316,820,2620,974,3123,253,42,124,52,7082,3107,7114,2495,191,210,179
2018-11-12,8221,3508,8044,1354,269,637,1425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,0,479,455,0,0,0,24,3926,2939,4710,442,268,655,790,1599,1272,2514,223,32,47,55,7052,2808,6202,2430,264,106,858
2018-11-14,7850,4716,7608,1401,289,1772,1496,2592,2838,4452,272,154,215,337,1197,952,1926,110,34,49,30,4334,1832,3695,1476,195,111,689
2018-11-15,7199,5404,10968,135,72,410,1018,2713,2728,4112,346,211,324,448,1125,893,1831,82,21,39,45,4496,1662,4052,1512,87,87,420
2018-11-16,8590,5682,10477,999,177,1645,974,2628,2694,3949,304,146,163,760,907,708,1448,100,12,28,27,3849,1637,3222,1388,242,118,516
2018-11-17,12408,6907,15002,597,336,1722,1658,5154,6876,10520,540,240,347,383,2313,1336,3345,174,38,36,56,6735,2365,6199,2120,251,107,423
2018-11-18,10091,5310,12607,790,214,503,1287,4134,4522,7048,539,208,333,528,2100,1076,2944,175,5,7,45,6012,2210,5661,1555,206,177,623
2018-11-19,6981,3106,6787,621,209,1240,1230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-20,0,659,634,0,0,0,25,2956,2147,3149,369,190,568,827,1078,746,1434,274,22,28,66,4121,1937,3606,1543,206,99,604
2018-11-21,6142,3143,5653,487,77,1891,1177,1359,1808,2274,204,133,154,402,449,370,665,93,0,27,34,1941,821,1275,1007,134,68,278
2018-11-22,6162,4662,8739,163,168,514,1240,1868,2147,3064,219,130,222,380,567,433,801,143,17,21,18,8278,777,7591,1068,107,67,222
2018-11-23,7364,4963,10042,514,152,992,627,1846,2339,3245,248,231,117,344,659,397,916,82,25,2,31,2812,939,1850,1087,267,91,456
2018-11-24,8884,4745,10421,747,199,1041,1221,2884,3353,5442,240,124,241,190,1183,587,1611,90,8,31,30,3503,1123,3128,831,238,72,357
2018-11-25,9924,4326,11213,564,277,756,1440,3173,3646,5280,312,235,379,613,1170,729,1647,176,35,27,14,3505,1357,3165,891,206,48,552
2018-11-26,7011,3554,6483,1350,208,1663,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-27,0,642,626,0,0,0,16,2024,1613,2028,220,184,704,501,619,617,1005,92,41,54,44,3137,1310,1573,2111,235,62,466
2018-11-28,0,13570,5983,823,776,1888,4100,0,5162,3941,261,107,296,557,0,2042,1767,0,0,0,275,539,3731,2483,837,494,433,23
2018-11-29,5335,3857,6550,323,107,1224,988,1264,2193,2792,140,92,257,176,345,477,772,38,8,3,1,1595,864,1173,988,96,50,152
2018-11-30,6603,4422,7983,767,195,1036,1044,1504,1833,2591,204,139,104,299,524,406,806,34,11,79,0,1866,737,1372,962,66,37,166
2018-12-01,10209,4837,11638,791,182,863,1572,3181,4577,6668,361,212,125,392,1398,645,1894,103,38,8,0,3418,1316,3018,1124,161,60,371
2018-12-02,8781,4200,10022,656,318,747,1238,2584,2764,4212,220,160,128,628,955,497,1296,118,17,14,7,3003,1082,2390,1259,116,50,270
2018-12-03,6843,2683,4644,506,281,675,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-04,0,426,402,0,0,0,24,1860,1644,2075,173,155,617,484,476,566,866,88,11,32,45,2489,1081,1838,1537,137,42,16
2018-12-05,6295,3178,6350,502,215,1812,594,1125,1302,1660,148,79,255,285,364,286,538,68,15,9,20,1185,561,995,677,49,17,8
2018-12-06,0,10672,4194,790,327,1361,4000,1088,2256,2593,117,71,175,388,381,518,801,43,8,23,24,1248,726,1171,673,86,33,11
2018-12-07,4443,1766,4406,228,182,479,914,1030,1261,1699,133,32,238,189,183,180,285,51,10,8,9,1399,543,717,637,117,56,415
2018-12-08,7829,3310,8836,724,189,535,855,1917,3717,4736,191,123,241,343,404,240,562,32,20,2,28,2015,634,1226,835,207,70,311
2018-12-09,7035,1940,6125,671,177,514,1488,1701,3085,3870,204,118,113,481,464,186,551,40,17,6,36,1935,514,1243,710,128,11,357
2018-12-10,5494,3314,6319,736,116,423,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-11,0,277,274,0,0,0,3,2378,3392,3875,182,99,696,918,436,496,785,45,11,15,76,2126,914,1114,1022,134,176,594
2018-12-12,6396,3018,6349,1095,41,651,1278,1239,2579,3006,138,60,254,360,296,281,470,42,16,12,37,1129,710,811,659,120,31,218
2018-12-13,5363,2363,6127,690,9,170,730,1384,3103,3750,168,40,188,341,393,314,646,17,9,12,23,1361,701,1110,569,71,16,296
2018-12-14,5595,2658,5663,191,149,361,1889,982,2079,2314,126,88,241,292,399,400,602,41,8,106,42,1211,460,752,803,34,29,53
2018-12-15,10366,3511,8070,1151,273,2032,2351,2377,5607,6931,291,149,227,386,717,505,1103,51,11,17,40,2778,968,2487,955,60,42,202
2018-12-16,7888,2528,7862,227,194,1181,952,2353,3723,4735,238,113,343,647,593,270,737,53,2,5,66,2005,763,1680,773,107,41,167
2018-12-17,6767,2885,7343,880,101,543,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-18,0,277,275,2,0,0,0,1731,3204,3602,205,125,348,655,541,562,938,96,18,4,47,2364,1093,1771,1344,57,125,160
2018-12-19,7554,3374,7584,906,65,1192,1181,1159,3147,3658,177,90,111,270,362,460,716,57,3,15,31,1240,658,1032,650,46,14,156
2018-12-20,5733,3057,6190,511,66,1558,465,1217,2635,3071,130,71,139,441,408,354,671,39,7,5,40,1289,688,1136,694,65,10,72
2018-12-21,5646,3094,6214,336,160,1033,997,1359,2787,3401,166,64,144,371,367,299,573,60,13,5,15,1603,713,1168,841,37,31,239
