날짜,이산화질소농도,오존농도,이산화탄소농도,아황산가스,미세먼지,초미세먼지,평균기온,최고기온,일강수량,최대풍속,평균풍속,최소상대습도,평균상대습도,가조시간,합계일조시간,1시간최다일사량,합계일사량,일최심적설,평균전운량,99강수,안개계속시간,미세먼지_기준,초미세먼지_기준,강수여부,적설여부,안개여부,휴일여부,따릉이
2019-05-31,0.015,0.046,0.3,0.003,20,10,19.1,23.3,0,5.4,2.8,35,49.6,14.6,12.3,3.42,27.46,0,2.3,0,0,1,1,0,0,0,0,83765
2019-06-01,0.018,0.044,0.3,0.004,32,21,18.9,23.7,0,4.2,1.9,40,60.5,14.6,9.4,2.54,21.1,0,5.5,0,0,2,2,0,0,0,1,79878
2019-06-02,0.026,0.043,0.5,0.004,34,20,21.1,27.8,0,4.6,1.7,22,42.1,14.6,13,3.26,26.48,0,0.6,0,0,2,2,0,0,0,1,77091
2019-06-03,0.031,0.042,0.4,0.004,35,21,23.1,29.5,0,5,1.8,27,42.9,14.6,12.3,3.08,25.57,0,0.6,0,0,2,2,0,0,0,0,82911
2019-06-04,0.021,0.032,0.4,0.004,28,18,22.6,29,0,4.4,2.2,34,56.4,14.6,12.8,3.15,26.21,0,3,0,0,1,2,0,0,0,0,83576
2019-06-05,0.029,0.036,0.4,0.003,48,34,23,29.6,0,4.3,1.8,38,63.8,14.6,8.9,3.23,24.14,0,5.4,0,0,2,2,0,0,0,0,81515
2019-06-06,0.039,0.023,0.5,0.004,55,34,21.2,25.1,7.5,4.1,1.2,56,75.9,14.7,0,0.82,5.33,0,9.1,42.1,0,2,2,1,0,0,1,36945
2019-06-07,0.016,0.046,0.3,0.002,17,8,20,24.7,35.3,3.5,1.9,50,77.3,14.7,3.7,2.06,13.41,0,7.4,0.7,0,1,1,1,0,0,0,54701
2019-06-08,0.026,0.038,0.4,0.003,27,16,21.9,27.6,0,4,1.4,28,57.5,14.7,9.3,2.67,21.14,0,5.9,0,0,1,2,0,0,0,1,83736
2019-06-09,0.019,0.042,0.4,0.005,35,26,21.6,26.5,2.5,4,1.8,47,66.1,14.7,4.2,2.6,16.87,0,8.9,12,0,2,2,1,0,0,1,60371
2019-06-10,0.016,0.026,0.3,0.002,13,5,18.4,21.9,9.5,2.4,1.6,49,70.3,14.7,0.6,1.32,11.01,0,8,0,0,1,1,1,0,0,0,63032
2019-06-11,0.021,0.031,0.3,0.002,14,6,20.5,26.1,0,3,1.4,32,51.1,14.7,10.7,3.07,21.58,0,3.5,0,0,1,1,0,0,0,0,85776
2019-06-12,0.028,0.028,0.4,0.003,28,16,21.5,26.4,0,4.6,1.8,40,57.1,14.7,13,2.83,25.26,0,1.1,0,0,1,2,0,0,0,0,83506
2019-06-13,0.026,0.036,0.3,0.004,29,18,23,28.8,0,4,1.7,33,51.9,14.7,12.3,3.27,27.4,0,3.1,0,0,1,2,0,0,0,0,81540
2019-06-14,0.022,0.038,0.4,0.003,32,21,23,28.4,0,4.2,1.8,30,54.8,14.8,6.1,3.14,19.46,0,6.1,0,0,2,2,0,0,0,0,85533
2019-06-15,0.016,0.036,0.3,0.002,34,19,21.9,27.4,2.1,5.3,2.4,37,61.5,14.8,12.2,3.34,25.94,0,3.1,2.1,0,2,2,1,0,0,1,71883
2019-06-16,0.016,0.037,0.3,0.002,18,11,22,27.2,0,4.7,1.6,34,55.4,14.8,11.1,2.57,22.45,0,3.9,0,0,1,1,0,0,0,1,81803
2019-06-17,0.015,0.036,0.3,0.004,21,13,21.7,26.2,0,4.1,2.3,35,59.1,14.8,12.7,2.92,25.36,0,4.5,9.9,0,1,1,0,0,0,0,86987
2019-06-18,0.02,0.03,0.4,0.003,27,18,20.8,24.8,13.8,4,1.5,54,78.6,14.8,2,1.92,11.26,0,9.5,4.1,0,1,2,1,0,0,0,42393
2019-06-19,0.018,0.04,0.4,0.002,33,24,21.4,25.4,0.2,4.1,1.9,55,77.8,14.8,0.9,2.16,11.24,0,9.4,0,0,2,2,1,0,0,0,79958
2019-06-20,0.019,0.038,0.4,0.002,29,20,22.7,27.8,0,4.2,1.9,45,70.6,14.8,6.9,3.04,20.91,0,8,0,0,1,2,0,0,0,0,88226
2019-06-21,0.019,0.033,0.4,0.002,26,17,22.1,26.1,0.2,3.7,1.7,55,72.9,14.8,3.4,2.4,12.51,0,7.3,0.2,0,1,2,1,0,0,0,81089
2019-06-22,0.014,0.036,0.3,0.002,15,7,24.2,30.6,0,2.9,1.5,25,42.3,14.8,13,3.44,27.01,0,2.1,0,0,1,1,0,0,0,1,85728
2019-06-23,0.012,0.038,0.2,0.002,15,8,25,31,0,4.4,1.8,28,40.4,14.8,12.9,3.15,26.05,0,3,0,0,1,1,0,0,0,1,79269
2019-06-24,0.021,0.037,0.3,0.003,25,15,25.2,30.9,0,4.1,2,28,46.9,14.8,13.6,3.35,27.57,0,1.6,0,0,1,2,0,0,0,0,88432
2019-06-25,0.028,0.046,0.4,0.004,35,23,25.6,32.8,0,4.2,1.6,24,49.1,14.8,13.4,3.21,27.13,0,1.3,0,0,2,2,0,0,0,0,88096
2019-06-26,0.032,0.034,0.4,0.003,38,26,25.5,29.5,0,3.1,1.3,34,52.6,14.8,1.1,1.57,12.11,0,9.5,1.4,0,2,2,0,0,0,0,81274
2019-06-27,0.018,0.035,0.3,0.002,24,16,25.5,31.2,1.4,3.5,1.4,39,70.5,14.8,3.9,2.17,14.79,0,8.3,0,0,1,2,1,0,0,0,79234
2019-06-28,0.022,0.032,0.4,0.004,35,26,24.7,29,0,3.8,1.7,49,67.3,14.8,2.4,2.31,10.92,0,8.5,1.5,0,2,2,0,0,0,0,77056
2019-06-29,0.019,0.028,0.3,0.003,28,20,23.1,27.7,1.5,3.2,1.2,44,72,14.8,4.1,2.48,12.49,0,8.1,0,0,1,2,1,0,0,1,67346
2019-06-30,0.011,0.036,0.3,0.003,37,28,23.9,28.5,0,4.5,2.3,47,73.5,14.7,5.2,2.98,16.32,0,6.9,0,0,2,2,0,0,0,1,74994
2019-07-01,0.014,0.045,0.4,0.003,37,26,23.9,28.9,0,5.2,2.3,36,64.4,14.7,10.9,2.36,20.33,0,4.9,0,0,2,2,0,0,0,0,92814
2019-07-02,0.014,0.043,0.3,0.003,32,23,24.4,30.1,0,4.3,2.3,33,63.5,14.7,11.9,2.7,21.13,0,4,0,0,2,2,0,0,0,0,94783
2019-07-03,0.023,0.033,0.4,0.003,36,24,24.1,27.4,0,3.8,1.7,46,64.6,14.7,3.3,2.38,12.62,0,6.4,0,0,2,2,0,0,0,0,94773
2019-07-04,0.026,0.03,0.4,0.003,34,22,25.4,32.8,0,4.5,1.9,27,59.6,14.7,12.7,3.32,27.41,0,2.4,0,0,2,2,0,0,0,0,90397
2019-07-05,0.033,0.039,0.4,0.003,39,26,27.6,35,0,4.3,1.5,24,42.1,14.7,11.8,3.21,24.78,0,3.8,0,0,2,2,0,0,0,0,83994
2019-07-06,0.021,0.042,0.4,0.003,36,26,29.7,36.1,0,3.9,1.7,24,40.9,14.7,11.8,3.31,25.87,0,3.4,0,0,2,2,0,0,0,1,70246
2019-07-07,0.009,0.037,0.3,0.002,21,16,26.7,32.5,0,3.3,2.2,28,43.3,14.7,9.8,3.03,22.4,0,7.5,0,0,1,1,0,0,0,1,75116
2019-07-08,0.013,0.03,0.2,0.002,13,6,25.1,31,0,3.3,2,32,46.6,14.6,9.3,2.83,20.54,0,6,0,0,1,1,0,0,0,0,93609
2019-07-09,0.013,0.028,0.2,0.002,13,7,25,30,0,3.1,1.8,32,46.4,14.6,7.7,2.65,18.2,0,4.9,0,0,1,1,0,0,0,0,95859
2019-07-10,0.013,0.024,0.2,0.002,14,7,22.7,27.3,8.5,3.3,2,41,64.1,14.6,3.1,2.63,13.4,0,8.4,11.4,0,1,1,1,0,0,0,43842
2019-07-11,0.015,0.017,0.3,0.002,10,4,21.9,25.9,2.9,2.8,1.3,58,76.9,14.6,0,1.47,8.59,0,9.9,0,0,1,1,1,0,0,0,65003
2019-07-12,0.014,0.025,0.3,0.003,17,10,23.6,28.7,0,4.4,2,44,65.5,14.6,7,2.87,18.43,0,6.8,0,0,1,1,0,0,0,0,94473
2019-07-13,0.016,0.033,0.4,0.003,33,26,24.9,29.7,0,3.9,1.7,43,67.3,14.6,4.1,2.86,15,0,6.4,0,0,2,2,0,0,0,1,81067
2019-07-14,0.015,0.039,0.5,0.003,48,40,25.9,31.6,0,3.8,1.6,38,64.6,14.5,7.8,3.33,20.36,0,4.5,0,0,2,3,0,0,0,1,74259
2019-07-15,0.027,0.027,0.5,0.002,47,38,23.8,27.4,7.7,3,1.1,59,80,14.5,0.1,1.14,7.32,0,7.5,12.1,0,2,3,1,0,0,0,57917
2019-07-16,0.024,0.026,0.4,0.002,41,30,24.7,28.8,6.3,3.4,1.3,52,79,14.5,4,2.08,13.41,0,7.3,1.9,0,2,2,1,0,0,0,82285
2019-07-17,0.025,0.032,0.5,0.003,68,54,25.6,29.2,0.7,2.9,1.2,54,73.9,14.5,1,1.68,11.19,0,9,0.7,0,2,3,1,0,0,0,84261
2019-07-18,0.026,0.044,0.6,0.004,73,62,26.9,32.1,0,3.2,1.2,41,65,14.5,3.2,2.38,12.78,0,6.4,0,0,2,3,0,0,0,0,81613
2019-07-19,0.02,0.025,0.4,0.003,30,23,28.6,35,0,4.6,1.5,37,61.3,14.4,9.8,3.11,21.8,0,4.6,1,0,2,2,0,0,0,0,77449
2019-07-20,0.011,0.013,0.2,0.002,10,5,28,31.9,1.1,3.6,2.1,50,66.9,14.4,1.2,1.77,10.92,0,9.5,4.3,0,1,1,1,0,0,1,56648
2019-07-21,0.009,0.019,0.3,0.003,20,13,25.1,27,6.2,4.4,2.2,74,87.1,14.4,0.6,1.14,6.18,0,9.4,2.1,0,1,1,1,0,0,1,46130
2019-07-22,0.015,0.037,0.3,0.003,49,39,26.7,31,0.1,3.6,2.2,54,74.6,14.4,6.1,2.49,13.12,0,7.5,0,0,2,3,1,0,0,0,82781
2019-07-23,0.016,0.019,0.3,0.003,30,20,28.1,32.9,0,3.6,1.7,48,70.8,14.4,4,2.1,13.34,0,8.6,0.7,0,2,2,0,0,0,0,83206
2019-07-24,0.018,0.013,0.3,0.003,29,20,26.5,27.2,1,3.4,1.6,75,82.3,14.3,0,0.58,3.17,0,9.6,2.7,0,1,2,1,0,0,0,59020
2019-07-25,0.022,0.018,0.4,0.003,33,24,26.3,27.4,9.7,3.4,1.2,79,90.1,14.3,0,0.62,3.47,0,9.9,42.8,0,2,2,1,0,0,0,34778
2019-07-26,0.02,0.025,0.4,0.003,22,15,25.1,25.9,60,4.5,1.7,91,95.3,14.3,0,0.51,2.35,0,9.9,25.1,0,1,2,1,0,0,0,22789
2019-07-27,0.017,0.03,0.4,0.003,20,15,28.4,33.4,0.6,3.9,1.3,48,76.6,14.3,4.7,2.34,15.31,0,7.6,12.6,0,1,2,1,0,0,1,50955
2019-07-28,0.008,0.024,0.2,0.002,18,12,26.1,28.2,25.6,4.8,2.2,77,88.3,14.2,0,0.82,2.87,0,9.8,13.5,0,1,1,1,0,0,1,23342
2019-07-29,0.009,0.013,0.2,0.003,18,9,27.5,30,0.5,5,2.6,63,74.5,14.2,2.6,1.62,9.43,0,8,0.3,0,1,1,1,0,0,0,74046
2019-07-30,0.009,0.018,0.2,0.003,24,14,28.1,30.8,1.2,5.9,3.4,64,75.3,14.2,1.6,1.9,8.26,0,8.8,39.8,0,1,1,1,0,0,0,69757
2019-07-31,0.015,0.019,0.2,0.002,24,13,25.8,27.5,62.3,5.3,2.2,79,91.1,14.1,0,0.54,3.01,0,9.8,49.6,0,1,1,1,0,0,0,26874
2019-08-01,0.015,0.017,0.2,0.002,17,11,26.3,30.1,26.9,4.6,1.7,66,86.4,14.1,4.9,2.22,13.55,0,7.8,0.7,0,1,1,1,0,0,0,59803
2019-08-02,0.016,0.023,0.3,0.002,23,15,28.4,33.1,0,3,1.2,48,74.6,14.1,8.3,2.55,15.74,0,3.5,0,0,1,2,0,0,0,0,67510
2019-08-03,0.021,0.03,0.3,0.002,27,18,29.4,36,3,4.5,1.3,39,69,14,10.6,3.03,21.04,0,3.6,3,0,1,2,1,0,0,1,49047
2019-08-04,0.022,0.04,0.4,0.002,36,26,28.3,34.4,8.6,3.3,1.2,48,75.9,14,8.6,2.63,17.53,0,5.8,8.6,0,2,2,1,0,0,1,46477
2019-08-05,0.027,0.031,0.4,0.003,47,36,30.5,35.9,0,3.2,1.1,38,65.5,14,11.2,2.83,20.66,0,2.5,0,0,2,3,0,0,0,0,65085
2019-08-06,0.02,0.027,0.3,0.003,34,25,31.6,36.8,0,2.8,1.5,31,51.4,13.9,9.9,2.9,22.91,0,6.8,7.4,0,2,2,0,0,0,0,66703
2019-08-07,0.017,0.023,0.3,0.003,27,18,26.9,30.3,8,2.8,1.2,51,78.1,13.9,1.9,1.3,6.91,0,8,0.6,0,1,2,1,0,0,0,50804
2019-08-08,0.018,0.027,0.3,0.003,47,38,28.9,32.7,0,3.6,1.6,52,71.4,13.9,7.5,2.5,15.87,0,6.6,0,0,2,3,0,0,0,0,69748
2019-08-09,0.022,0.018,0.3,0.004,31,21,29.8,34.6,0,4.1,1.3,46,69,13.9,10.8,2.48,19.37,0,4.9,0,0,2,2,0,0,0,0,67491
2019-08-10,0.018,0.028,0.3,0.003,28,17,31.5,36.5,0,3.4,1.5,40,57.9,13.8,11.6,3.05,22.69,0,5.1,0,0,1,2,0,0,0,1,54162
2019-08-11,0.008,0.023,0.2,0.003,21,13,30.4,35.7,6.7,4.1,2.5,34,53.6,13.8,9.8,3.15,21.52,0,6.8,43.8,0,1,1,1,0,0,1,43351
2019-08-12,0.017,0.013,0.3,0.002,22,16,26.6,28.5,56.2,2.3,1.3,79,91.8,13.7,0.3,0.9,4.8,0,8.9,19.1,0,1,2,1,0,0,0,24386
2019-08-13,0.02,0.028,0.3,0.003,32,21,29.2,35.3,6.4,4.7,1.5,43,76.9,13.7,7.3,2.52,16.91,0,7.4,6.4,0,2,2,1,0,0,0,63749
2019-08-14,0.019,0.021,0.4,0.003,28,18,30.4,35.7,0,3.1,1.5,42,63.9,13.7,9.2,3.25,20.99,0,4,0.1,0,1,2,0,0,0,0,65452
2019-08-15,0.012,0.013,0.2,0.002,11,5,25.9,28.6,16.2,2.7,1.3,61,82,13.7,0.1,0.8,5.51,0,9.1,16.2,0,1,1,1,0,0,1,32229
2019-08-16,0.012,0.029,0.4,0.003,21,11,25.9,29.5,0.1,5,2.2,59,74.5,13.6,7.5,2.09,14.1,0,6.3,0,0,1,1,1,0,0,0,71161
2019-08-17,0.011,0.049,0.4,0.003,35,23,25.9,28.8,0,4.6,2.5,45,69.5,13.6,8.1,1.74,13.25,0,5,0,0,2,2,0,0,0,1,72259
2019-08-18,0.011,0.04,0.4,0.003,26,15,25.6,30.7,0,3.2,1.7,37,66.5,13.5,10.7,2.54,18.61,0,4.5,0,0,1,2,0,0,0,1,72588
2019-08-19,0.025,0.032,0.5,0.003,31,19,26.3,31.3,0,2.7,1.1,35,60.6,13.5,11.1,2.56,18.16,0,4.6,0,0,2,2,0,0,0,0,81832
2019-08-20,0.024,0.034,0.4,0.003,34,24,28.2,32.8,0,3.2,1.5,39,56.3,13.5,10.5,2.8,21.06,0,2.6,0,0,2,2,0,0,0,0,82116
2019-08-21,0.024,0.032,0.4,0.003,41,29,27,30.4,1.3,3.2,1.2,49,67.3,13.4,3.2,2.2,11.43,0,7.6,1.3,0,2,2,1,0,0,0,56957
2019-08-22,0.025,0.028,0.5,0.003,49,34,26.9,31.4,0,4.4,1.7,36,66.5,13.4,10.7,3.07,23.16,0,6.3,0,0,2,2,0,0,0,0,82232
2019-08-23,0.016,0.037,0.5,0.003,36,21,26.2,30.5,0,4.4,2.1,28,58.4,13.4,12,3.22,23.84,0,4.4,0,0,2,2,0,0,0,0,86624
2019-08-24,0.017,0.028,0.4,0.003,27,12,24.1,27.3,0,3.5,1.5,46,60.9,13.3,3,1.41,8.25,0,5.5,0,0,1,1,0,0,0,1,85630
2019-08-25,0.013,0.032,0.4,0.003,25,13,25,29.9,0,4,1.5,43,66.6,13.3,9.9,2.71,17.85,0,3.4,0,0,1,1,0,0,0,1,81028
2019-08-26,0.018,0.038,0.4,0.003,30,19,26.4,32.1,0,4,1.2,34,63.8,13.2,9.2,2.9,18.4,0,6.4,20,0,2,2,0,0,0,0,87770
2019-08-27,0.021,0.037,0.4,0.003,32,22,25.7,29.3,20,2.5,1,44,71.1,13.2,5.6,1.85,13.22,0,8.1,0,0,2,2,1,0,0,0,83107
2019-08-28,0.017,0.036,0.4,0.003,34,21,26.1,30.2,0,4.3,1.9,37,66.2,13.2,5.25,1.895,14.76,0,5.9,0,0,2,2,0,0,0,0,88718
2019-08-29,0.018,0.033,0.4,0.003,32,24,23.4,26.4,36.9,7.5,2.2,54,77.1,13.1,4.9,1.94,16.3,0,5.6,36.9,0,2,2,1,0,0,0,65708
2019-08-30,0.016,0.024,0.3,0.003,21,11,22.6,27,0.2,5,2.4,42,66.3,13.1,8.8,2.62,17.84,0,5.3,0.2,0,1,1,1,0,0,0,86733
2019-08-31,0.016,0.029,0.3,0.003,20,11,23.5,28.9,0,4.7,1.9,38,65,13.1,12.1,2.72,21.07,0,2.3,0,0,1,1,0,0,0,1,90724
2019-09-01,0.018,0.027,0.4,0.003,22,14,23.7,27.8,0,2.9,1.4,37,64,13,6.9,2.34,15.17,0,6.1,0,0,1,1,0,0,0,1,89191
2019-09-02,0.031,0.019,0.5,0.003,29,18,24.4,29.7,0,3.5,1.6,34,56.6,13,7.4,2.57,16.85,0,6.1,0,0,1,2,0,0,0,0,92510
2019-09-03,0.027,0.017,0.4,0.003,29,15,24.1,28,0,3.8,2.3,50,67.6,12.9,2.9,1.96,11.6,0,8.5,1.8,0,1,2,0,0,0,0,74801
2019-09-04,0.024,0.013,0.4,0.002,13,4,22.8,25.5,22.7,4.5,2.5,73,89,12.9,1.1,1.57,5.68,0,9.3,21.9,0,1,1,1,0,0,0,27168
2019-09-05,0.022,0.008,0.3,0.002,11,5,23,27.6,36.4,5,2,66,91.4,12.9,1.5,1.53,6.07,0,9,35.4,0,1,1,1,0,0,0,33929
2019-09-06,0.026,0.011,0.4,0.003,27,11,25.3,29.1,2.4,3.4,2.1,63,79.8,12.8,0.4,1.59,9.29,0,10,2.9,0,1,1,1,0,0,0,16631
2019-09-07,0.008,0.017,0.2,0.002,23,6,25.7,29.5,2.8,11.8,6,58,72.9,12.8,0,0.78,2.95,0,10,2.3,0,1,1,1,0,0,1,34343
2019-09-08,0.015,0.03,0.4,0.003,56,24,24.7,27.3,0,4.8,1.9,62,76.9,12.7,1.4,1.83,9.31,0,9.3,0,0,2,2,0,0,0,1,52055
2019-09-09,0.032,0.013,0.5,0.003,60,26,25.1,28,0,3.6,1.7,55,74.3,12.7,2,2.1,10.04,0,9.3,32.3,0,2,2,0,0,0,0,68370
2019-09-10,0.03,0.015,0.4,0.002,27,11,23.8,26.5,63.2,4,2.4,73,93.4,12.7,1,1.68,5.74,0,9.8,38.5,0,1,1,1,0,0,0,18265
2019-09-11,0.016,0.029,0.3,0.002,15,5,24.3,28.7,7.6,4.7,3.1,54,71.4,12.6,6.9,2.7,16.56,0,7.9,0,0,1,1,1,0,0,0,75328
2019-09-12,0.014,0.019,0.3,0.002,16,5,21,22.9,3.9,4.8,2.6,56,72.3,12.6,0,0.81,4.09,0,9.8,4,0,1,1,1,0,0,1,32059
2019-09-13,0.014,0.024,0.3,0.002,24,7,23.3,29.3,0.1,3.5,1.7,34,60.4,12.5,10.9,2.9,21.35,0,4.3,0,0,1,1,1,0,0,1,57065
2019-09-14,0.018,0.02,0.3,0.002,23,10,22.4,24.1,0.3,2.9,1.2,61,80,12.5,0.2,0.73,3.34,0,8.8,0.3,0,1,1,1,0,0,1,48756
2019-09-15,0.014,0.025,0.4,0.002,24,11,24.2,30,0,4.1,1.7,40,70.4,12.5,10.6,2.58,18.19,0,5.5,0,0,1,1,0,0,0,1,82678
2019-09-16,0.022,0.017,0.3,0.002,16,6,24.5,30.5,0,4.5,2.1,28,53,12.4,9.4,2.92,19.91,0,3.6,0,0,1,1,0,0,0,0,89807
2019-09-17,0.026,0.029,0.4,0.003,24,11,23.5,29,0,4.4,2.1,24,41.6,12.4,10.6,3.02,20.01,0,6.4,0,0,1,1,0,0,0,0,92153
2019-09-18,0.018,0.026,0.4,0.003,36,14,21,25.4,0,4.9,3.1,27,46,12.4,11.7,3,21.9,0,1.1,0,0,2,1,0,0,0,0,92045
2019-09-19,0.022,0.021,0.3,0.003,31,11,19.5,26,0,4.3,1.9,32,46.5,12.3,10.2,2.74,19.83,0,3.5,0,0,2,1,0,0,0,0,91554
2019-09-20,0.029,0.012,0.4,0.003,27,11,19.6,24.2,0,3.5,2.1,39,52.8,12.3,1.3,1.72,8.64,0,9.4,0,0,1,1,0,0,0,0,94246
2019-09-21,0.024,0.016,0.4,0.003,18,8,19.6,22.1,0,3.7,2,48,60.3,12.2,0,1.06,4.44,0,9.6,0.2,0,1,1,0,0,0,1,86676
2019-09-22,0.009,0.031,0.2,0.002,10,3,18.6,19.6,0.4,6.4,3.8,54,63.4,12.2,0,0.43,3.2,0,9.4,0.2,0,1,1,1,0,0,1,41173
2019-09-23,0.016,0.025,0.3,0.002,20,7,20,24.6,0,5,2.2,33,51.1,12.2,9,2.94,16.92,0,3.1,0,0,1,1,0,0,0,0,92006
2019-09-24,0.029,0.019,0.4,0.003,32,13,19.8,26.5,0,3.5,1.8,31,61.3,12.1,11.4,2.84,20.17,0,0,0,0,2,1,0,0,0,0,93546
2019-09-25,0.031,0.02,0.4,0.003,36,16,20.9,27.4,0,3,1.4,34,64.4,12.1,8.8,2.51,16.44,0,5.9,0,0,2,2,0,0,0,0,92665
2019-09-26,0.045,0.003,0.6,0.003,51,25,22.9,29,0,3.3,1.9,31,59.3,12,8.1,2.44,15.5,0,8.4,0,0,2,2,0,0,0,0,92247
2019-09-27,0.035,0.013,0.4,0.003,30,13,22.9,27,0,3.1,1.9,35,57.5,12,3.5,1.7,10.42,0,8.6,0,0,2,1,0,0,0,0,93345
2019-09-28,0.029,0.018,0.4,0.003,34,17,23.7,29.2,0,3.3,1.7,35,58.9,12,10.1,2.64,15.97,0,3.8,0,0,2,2,0,0,0,1,89550
2019-09-29,0.021,0.01,0.3,0.003,45,33,22.6,28.6,0,4,1.7,28,60.6,11.9,11.1,2.73,18.83,0,0.3,0,0,2,2,0,0,0,1,86133
2019-09-30,0.01975,0.01175,0.3,0.003,51,31,22.4,29.9,0,3.4,1.6,29,61,11.9,10.5,2.69,18.37,0,0,0,0,1,1,0,0,0,0,88270
2019-10-01,0.0185,0.0135,0.3,0.003,57,29,23.1,28.2,0,4.4,1.8,46,67.1,11.8,7.5,1.93,13.05,0,6.8,4.6,0,2,2,0,0,0,0,88575
2019-10-02,0.01725,0.01525,0.3,0.003,24,9,21.6,24.2,23.1,5.5,3,66,88,11.8,0,0.58,3.4,0,9.9,23.1,0,1,1,1,0,0,0,27368
2019-10-03,0.016,0.017,0.3,0.003,14,5,22.4,27.3,4.6,4.9,2.8,45,73.4,11.8,6,1.95,10.14,0,6.3,0,0,1,1,1,0,0,1,75438
2019-10-04,0.025,0.008,0.4,0.003,20,9,22.4,27.8,0,3.9,2.1,50,71.5,11.7,9.9,2.33,16.23,0,3.6,0.6,0,1,1,0,0,0,0,94912
2019-10-05,0.015,0.022,0.4,0.003,47,25,18.7,21.9,0.6,4.6,2.9,59,72.6,11.7,2.3,1.66,8.24,0,7,0,0,2,2,1,0,0,1,83020
2019-10-06,0.013,0.025,0.2,0.003,16,6,18.1,22.7,0,4.8,2.9,38,53.4,11.6,9.4,2.36,16.17,0,6.1,10.4,0,1,1,0,0,0,1,82855
2019-10-07,0.025,0.011,0.3,0.003,14,7,14.8,17.9,25.4,3.6,1.8,58,92,11.6,0,0.28,1.49,0,9.5,15,0,1,1,1,0,0,0,21875
2019-10-08,0.019,0.022,0.4,0.003,27,11,14.7,19.8,0,6.2,2.6,26,58.8,11.6,10.3,2.69,16.78,0,2.6,0,0,1,1,0,0,0,0,81524
2019-10-09,0.028,0.013,0.4,0.003,27,9,13.6,20.4,0,3.8,1.7,23,48.3,11.5,10.6,2.63,17.42,0,1.9,0,0,1,1,0,0,0,1,85638
2019-10-10,0.044,0.008,0.6,0.003,32,17,15.2,19.8,0,2.8,1.3,39,60.9,11.5,1.1,1.78,8.06,0,9,0,0,2,2,0,0,0,0,81742
2019-10-11,0.028,0.023,0.5,0.003,36,21,18.8,26.1,0,4.9,1.9,30,60,11.4,10.3,2.45,16.44,0,0.9,0,0,2,2,0,0,0,0,92155
2019-10-12,0.017,0.027,0.3,0.003,28,13,17.9,23.3,0,6.7,3.5,34,49.3,11.4,10.5,2.54,17.37,0,0.6,0,0,1,1,0,0,0,1,84843
2019-10-13,0.018,0.023,0.3,0.003,22,11,17.2,23.8,0,4.1,1.9,32,52.6,11.4,10.6,2.47,16.52,0,2.1,0,0,1,1,0,0,0,1,84368
2019-10-14,0.02,0.021,0.4,0.003,38,18,14.4,19.6,0,5.1,2.5,33,56.9,11.3,10.1,2.35,14.54,0,1.9,0,0,2,2,0,0,0,0,79509
2019-10-15,0.027,0.015,0.4,0.003,24,10,14.5,20.4,0,4.3,1.6,38,55.6,11.3,7.7,2.48,14.07,0,3,0,0,1,1,0,0,0,0,85516
2019-10-16,0.035,0.016,0.5,0.003,31,16,14.6,20.8,0,3.6,1.6,32,58.3,11.2,9.8,2.52,15.6,0,5.3,0,0,2,2,0,0,0,0,84549
2019-10-17,0.039,0.013,0.5,0.003,37,20,15.4,21.6,0,3.5,1.7,31,56,11.2,7.4,1.86,12.02,0,4.8,0,0,2,2,0,0,0,0,85596
2019-10-18,0.032,0.014,0.4,0.003,22,11,17,22.7,0,4.3,2.4,43,58.3,11.2,8,2.01,12.08,0,7.1,0,0,1,1,0,0,0,0,89551
2019-10-19,0.028,0.019,0.4,0.003,25,12,17,23.1,0,3.7,1.8,38,63.8,11.1,10.2,2.3,15.17,0,0.8,0,0,1,1,0,0,0,1,87553
2019-10-20,0.027,0.021,0.5,0.003,41,27,16.5,22.9,0,3,1.3,38,70.3,11.1,9.3,2.29,14.67,0,0.6,0,0,2,2,0,0,0,1,79300
2019-10-21,0.044,0.014,0.6,0.003,45,29,17.1,24.6,0,2.4,1,28,61,11.1,9.6,2.2,14.4,0,2.1,0,0,2,2,0,0,0,0,84488
2019-10-22,0.042,0.014,0.6,0.003,43,28,18.1,24.4,0,3.3,1.6,35,56.1,11,9.1,2.15,13.66,0,4.4,0,0,2,2,0,0,0,0,88478
2019-10-23,0.04,0.011,0.5,0.003,30,19,17,20.7,0,4.4,2.4,42,57.3,11,0.7,1.33,8.08,0,8,0,0,2,2,0,0,0,0,87991
2019-10-24,0.025,0.024,0.4,0.003,31,18,18.3,23.8,0,5.1,2.7,33,47.6,10.9,6.6,2.24,11.56,0,4.5,0,0,2,2,0,0,0,0,89520
2019-10-25,0.027,0.02,0.4,0.003,30,14,16.7,22,0,5.6,2.4,34,58,10.9,7.1,2.11,12.29,0,6.6,0,0,2,1,0,0,0,0,84617
2019-10-26,0.016,0.019,0.3,0.003,26,15,10,14.9,0,5.2,2.5,39,60,10.9,8.7,2.39,13.08,0,2.3,0,0,1,2,0,0,0,1,67578
2019-10-27,0.022,0.02,0.4,0.003,26,16,11,17.4,0,4.2,1.6,34,59,10.8,9.8,2.31,14.45,0,0.9,0,0,1,2,0,0,0,1,65774
2019-10-28,0.027,0.021,0.4,0.004,31,19,12.9,17.7,1.7,4.7,2.5,39,65.9,10.8,7.3,2.18,11.62,0,5.6,1.8,0,2,2,1,0,0,0,67175
